LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. γ rate
,,,,,,,,,(frame),(frame),(frame),(pixel),(pixel),(pixel),(pixel),(pixel/frame),(pixel/frame),(pixel/frame),(pixel/frame),(pixel/frame),(quality),(pixel),(pixel),,(pixel/frame),,(rad/frame)
Track_17,17,17,17,0,0,0,0,0,16.0,0.0,16.0,41.025201407055754,57.43812711246045,78.89265122593456,0.0,4.642927414255947,7.312045381513909,0.7535887515482891,4.992212099119425,2.1574850822072853,15.386814790613512,74.28683862809515,42.376917680725384,0.5522539680607715,2.5640750879409846,0.5522539680607715,0.9232981383657937
Track_18,18,18,4,0,0,0,0,0,3.0,1.0,4.0,6.003910245140189,243.1153659838825,101.43882240229209,0.0,2.0159827413679543,2.9616053884404834,1.394226634881893,1.692116200781486,0.8323678221557491,13.192253828048706,6.0479482241038625,6.003910245140189,0.992718525798855,2.00130341504673,0.992718525798855,0.16834626710005504
Track_19,19,19,7,0,0,0,0,0,6.0,0.0,6.0,12.58550244869571,270.1356240705912,103.38778011545205,0.0,2.914433954171824,7.88735737594379,0.7493014515270212,2.3275053984886056,2.545820861202725,13.308622768947057,17.486603725030943,12.58550244869571,0.7197225171106484,2.097583741449285,0.7197225171106483,0.8957636595332904
Track_20,20,20,31,0,0,0,0,0,30.0,0.0,30.0,12.707011328982077,365.3076862361951,91.11853048755087,0.0,3.2385430052054667,8.789972542223397,0.0,3.0717249996803173,1.8296444359011839,15.606062796808057,97.15629015616402,18.91273846856418,0.13078938387373046,0.42356704429940256,0.13078938387373049,0.8501166578866441
Track_21,21,21,31,0,0,0,0,0,30.0,0.0,30.0,34.44623901116573,540.2692821280823,83.08112333537086,0.0,3.8743128318470808,8.37520584887806,0.0,3.758158228864106,2.8651206328191976,14.518163865612399,116.22938495541243,35.9024872011013,0.29636428881026855,1.1482079670388576,0.29636428881026855,0.8983843996165283
Track_22,22,22,31,0,0,0,0,0,30.0,0.0,30.0,24.823864366502868,73.78693599350532,89.96990391738794,0.0,3.9869776877211143,8.079339923682332,0.0,3.9315541304023927,1.8748437507554272,15.308098146992345,119.60933063163343,53.95579417180766,0.20754120297649778,0.8274621455500956,0.20754120297649778,0.7769231832733486
Track_23,23,23,31,0,0,0,0,0,30.0,0.0,30.0,33.956019331325386,205.05350482868621,127.1143476236617,0.0,3.2951082627190513,8.450924508117511,0.0,2.8078200369808357,2.035648334713667,14.580234989043205,98.85324788157152,47.87282117707289,0.34349927856700757,1.1318673110441795,0.34349927856700746,0.9108640494695956
Track_24,24,24,30,1,0,0,0,1,30.0,0.0,30.0,33.107558819459996,506.33717361599633,85.60419260156323,0.0,4.272306116833551,12.046207327049178,0.0,3.560945412222522,2.914401102128476,14.772222963968913,126.13357682441895,34.68734903810033,0.2624801393331336,1.103585293982,0.25831138120784514,0.5858915832761183
Track_25,25,25,31,0,0,0,0,0,30.0,0.0,30.0,32.939406819545184,979.1881663318031,112.30030669931934,0.0,5.284072925089858,9.93798087944243,0.0,5.54196999151971,2.668738121844539,15.296152330213978,158.52218775269574,46.94464376293314,0.20779051365940435,1.0979802273181727,0.20779051365940432,0.4013517805107049
Track_26,26,26,31,0,0,0,0,0,30.0,0.0,30.0,14.726702279704176,29.754161867922935,93.87425092068692,0.0,2.967524889181005,8.1963671020787,0.0,2.181002756706852,2.337294853825606,13.910975763874669,89.02574667543016,26.680946903676322,0.16542071063323682,0.4908900759901392,0.16542071063323682,0.9534872625090626
Track_27,27,27,11,0,0,0,0,0,10.0,0.0,10.0,15.3242581874725,251.999832298749,101.93260362547339,0.0,4.014288466272134,8.263828081633836,0.566043905674863,4.284306732052984,2.5218331994114207,9.329124363985928,40.14288466272134,15.970907970196068,0.3817428248175538,1.53242581874725,0.3817428248175538,1.1826410890769357
Track_28,28,28,29,1,0,0,0,1,29.0,1.0,30.0,15.623624404934993,858.4981300121112,99.06682192001428,0.0,3.6946079858579264,8.059918763247131,0.0,3.199584913087699,2.12964491419513,15.837912312869367,105.31033387925075,32.58580067247162,0.1483579419931296,0.5387456691356894,0.14581944043803258,0.9324288632657363
Track_29,29,29,31,0,0,0,0,0,30.0,0.0,30.0,11.380274384527608,918.9056350566143,114.9999675125061,0.0,4.580587201828236,8.706410456131906,0.0,4.3563292203522685,2.1330209887537337,15.594012891092609,137.4176160548471,49.689294998136134,0.08281525113916569,0.3793424794842536,0.08281525113916569,0.47426255423362423
Track_30,30,30,26,0,0,0,0,0,25.0,0.0,25.0,78.12988849275258,1073.712276142768,116.33283811482146,0.0,5.135281330359372,8.779940646807917,0.2103166542152812,5.253688025813043,2.4954090518756034,15.492728490095873,128.38203325898434,78.12988849275258,0.6085733845260233,3.1251955397101034,0.6085733845260235,0.3751646244635652
Track_31,31,31,31,0,0,0,0,0,30.0,0.0,30.0,0.6648874085085836,323.08594030688056,93.50093162677152,0.0,2.4619207856654763,5.452936201281285,0.0,2.1966636467841254,1.4071216159344455,16.509117926320723,73.85762356996429,25.092384932119078,0.009002285429326672,0.022162913616952787,0.00900228542932667,0.6107554776594251
Track_32,32,32,31,0,0,0,0,0,30.0,0.0,30.0,31.740203433255267,610.7048647053139,84.39962345917856,0.0,3.849700471860308,7.878474522800534,0.0,4.207724186286991,2.0621459808834413,14.292059067756899,115.49101415580925,39.24783287630991,0.2748283376439527,1.058006781108509,0.27482833764395276,0.4685839042426997
Track_33,33,33,5,0,0,0,0,0,4.0,0.0,4.0,4.641923493839784,639.014877361547,104.85133643749882,0.0,3.946339701897852,4.993178976531195,2.3705225895896236,4.496467752142283,1.1375646855623616,14.004633331298828,15.785358807591408,5.5380075877546195,0.2940651239177038,1.160480873459946,0.2940651239177038,1.3570672484152977
Track_34,34,34,24,0,0,0,0,0,23.0,0.0,23.0,15.891021369462495,709.4745906541888,108.34300315448615,0.0,2.7566140892126754,7.358894727830276,0.050281746729101316,2.324544996180566,1.7228675846978516,14.101092159748077,63.40212405189152,19.07453122282318,0.2506386277604276,0.6909139725853258,0.25063862776042756,1.1068687245814122
Track_35,35,35,31,0,0,0,0,0,30.0,0.0,30.0,35.099673142382855,729.4565980901834,94.05739723958615,0.0,3.0961133737203475,8.562463879530183,0.0,2.70778481155353,2.0826346288098723,15.31551081134427,92.88340121161043,35.099673142382855,0.37788961950712235,1.169989104746095,0.37788961950712235,0.6374826812317709
Track_36,36,36,11,0,0,0,0,0,10.0,0.0,10.0,19.801345163982237,1117.5323137374778,107.04127310926414,0.0,2.2799791412351764,4.61771840299962,0.5528544266608142,1.9907444214260628,1.5000959922755466,15.290695103732022,22.799791412351766,19.801345163982237,0.8684879964846905,1.9801345163982238,0.8684879964846905,0.5898987681987726
Track_37,37,37,31,0,0,0,0,0,30.0,0.0,30.0,4.834914117038127,386.56964140900334,103.29341893741348,0.0,2.6663594576710454,6.404376703201468,0.0,2.467128067582714,1.7095827720464398,14.142420737974104,79.99078373013135,16.6870309091102,0.06044338974537245,0.1611638039012709,0.06044338974537245,0.7577835959403716
Track_38,38,38,10,0,0,0,0,0,9.0,0.0,9.0,21.49765606642491,578.8411406397443,101.26653121589476,0.0,3.8162451094689027,9.80014985978217,0.41270030041823663,3.44046764076438,2.565652597361311,15.276999187469482,34.346205985220124,21.49765606642491,0.6259106486368768,2.38862845182499,0.6259106486368768,0.5922098663147616
Track_39,39,39,31,0,0,0,0,0,30.0,0.0,30.0,10.40376573274804,669.2325480479066,111.9950330292399,0.0,3.9683773631366486,7.685725246367282,0.0,3.563024212202206,1.6459150312630062,13.003335568212695,119.05132089409943,40.51154281011974,0.08738891475217293,0.3467921910916013,0.0873889147521729,0.5709678639155032
Track_40,40,40,31,0,0,0,0,0,30.0,0.0,30.0,30.309541540953372,750.0638565576106,96.34545077525001,0.0,3.0214812277359697,6.412619294500112,0.0,3.0249487868333995,1.7095660998402011,14.829576753800914,90.64443683207911,30.309541540953372,0.334378397618626,1.0103180513651124,0.33437839761862603,0.668537356813573
Track_41,41,41,10,0,0,0,0,0,9.0,0.0,9.0,22.429337998472977,802.6143026777316,102.39678903233857,0.0,3.3943074032852003,5.719020140978088,1.0608138413371637,3.640834636066844,1.7500701250217718,16.25108394622803,30.548766629566803,22.429337998472977,0.7342141917037204,2.4921486664969974,0.7342141917037204,0.559785647300801
Track_42,42,42,31,0,0,0,0,0,30.0,0.0,30.0,38.996390432851584,991.1060668390162,125.22509778451766,0.0,4.7160648927771005,8.35383988284367,0.0,4.740369943008792,2.1427076357462314,14.906150664052655,141.48194678331302,50.56396688397926,0.27562803113372897,1.2998796810950528,0.27562803113372897,0.3359694706673709
Track_43,43,43,9,0,0,0,0,0,8.0,0.0,8.0,13.333194470024518,1040.054666815011,107.72076445344422,0.0,3.7498690555140906,6.7743975221120785,1.642507166274792,3.7535946525648223,1.5996279411492471,11.325580702887642,29.998952444112724,13.333194470024518,0.444455335394258,1.6666493087530647,0.444455335394258,0.6806907096972014
Track_44,44,44,31,0,0,0,0,0,30.0,0.0,30.0,26.38549037845227,819.5580696801065,90.44080704928487,0.0,2.7241619859903845,6.9857831905285614,0.0,2.799206187080613,1.5645963113285741,15.582098837821714,81.72485957971155,33.449311395443175,0.3228575798618142,0.879516345948409,0.32285757986181424,0.729816912198723
Track_45,45,45,31,0,0,0,0,0,30.0,0.0,30.0,24.954450792852075,175.46504626648363,114.3943200785498,0.0,3.348694763402966,11.095180010888482,0.0,2.5094077984946224,2.469650518485899,13.230866324517034,100.46084290208896,30.438900649012695,0.2483997751957263,0.8318150264284025,0.24839977519572629,0.8258073275812717
Track_46,46,46,31,0,0,0,0,0,30.0,0.0,30.0,25.636012157715815,218.37158257822685,106.64898908252259,0.0,3.5728358045681707,7.541850623632857,0.0,2.968215645611903,2.196603536739956,13.63929622404037,107.1850741370451,25.636012157715815,0.23917520572815973,0.8545337385905272,0.23917520572815967,0.7937613106058843
Track_47,47,47,31,0,0,0,0,0,30.0,0.0,30.0,16.568656545837946,350.5784196045554,95.02238366407013,0.0,3.209227097104109,10.584190271075313,0.0,3.0498583906440366,2.0337543029342493,14.81106170531242,96.27681291312327,25.267519255937984,0.17209394499575828,0.5522885515279315,0.17209394499575828,0.6030993716546825
Track_48,48,48,8,1,0,0,0,1,8.0,0.0,8.0,21.36207277384511,844.0537595149481,108.76209255922211,0.0,4.881749082730492,7.232404508969603,1.8398678629524763,5.174472682848,1.8919037975573922,12.309202194213867,37.42443240550255,21.36207277384511,0.5708055246471614,2.6702590967306388,0.5469881903961135,0.9326225357759381
Track_49,49,49,5,0,0,0,0,0,4.0,0.0,4.0,10.0222619736093,902.0120764200358,107.70259109036894,0.0,3.623686231582128,6.10296626732399,1.474096605339026,3.5095005853198398,1.8997408351026963,10.571992492675781,14.494744926328515,10.0222619736093,0.6914410722333363,2.505565493402325,0.6914410722333365,0.6428162803727222
Track_50,50,50,23,0,0,0,0,0,22.0,0.0,22.0,68.40754193339329,1081.0707796473878,116.49645131555174,0.0,4.6913107168500465,8.457614146462614,0.9951460149319511,5.537332517151799,2.4795092279027107,15.314888249272885,103.20883577070106,68.40754193339329,0.6628070302563459,3.1094337242451497,0.6628070302563461,0.5479943682845397
Track_51,51,51,31,0,0,0,0,0,30.0,0.0,30.0,7.896240444744633,115.7180177952103,104.27017128909937,0.0,2.8615249537342176,8.692054124816002,0.0,2.635716396589976,1.723619769874586,12.611003814205047,85.84574861202653,15.629979394418255,0.09198172970022202,0.2632080148248211,0.091981729700222,0.8454715309351928
Track_52,52,52,31,0,0,0,0,0,30.0,0.0,30.0,9.123474213518502,399.9124516831058,108.04864871885573,0.0,2.7673120006991017,8.667889427212039,0.0,2.573927511488798,1.97101666290353,12.322877837765601,83.01936002097304,13.032508750181513,0.10989574252576333,0.3041158071172834,0.10989574252576331,0.9729848665184595
Track_53,53,53,31,0,0,0,0,0,30.0,0.0,30.0,18.807491080041334,408.80364135041185,102.27407785750191,0.0,2.7352810175442936,6.0693635995863495,0.0,2.5541771560246853,1.5941374945392546,13.62446077408329,82.0584305263288,28.035582895834803,0.22919632948630267,0.6269163693347112,0.22919632948630267,0.5598641805442482
Track_54,54,54,31,0,0,0,0,0,30.0,0.0,30.0,23.447138398201517,459.67446298855197,104.74784245890159,0.0,3.1797828740705083,6.7114060308616805,0.0,3.1758687690402687,1.763901378424923,14.408703988598239,95.39348622211523,23.734370145665306,0.24579391451956106,0.7815712799400506,0.24579391451956104,0.5539712804443494
Track_55,55,55,30,1,0,0,0,1,30.0,0.0,30.0,10.996466954573153,845.5252566529596,104.00902103930774,0.0,3.4826568326341434,8.626306802126251,0.0,3.048309523411572,2.226917754656557,11.751431290308634,102.29054972936345,34.11431513938233,0.10750227644359325,0.36654889848577177,0.10524978948572683,0.9058244017568112
Track_56,56,56,31,0,0,0,0,0,30.0,0.0,30.0,7.066726557456039,855.6911787455806,110.40251802941003,0.0,4.215655673417464,11.561347942812791,0.0,4.040623624026991,2.589941689733545,12.35063918944328,126.46967020252394,43.0459741502677,0.05587684814975511,0.23555755191520128,0.05587684814975512,0.9451226823346923
Track_57,57,57,3,0,0,0,0,0,2.0,0.0,2.0,4.019176047371558,891.8615008561701,108.5054937263983,0.0,2.2335928656452504,2.6603216479905996,1.806864083299901,2.6603216479905996,0.6034856314477495,14.22930113474528,4.467185731290501,4.019176047371558,0.8997109789322506,2.009588023685779,0.8997109789322506,0.9216272086286607
Track_58,58,58,31,0,0,0,0,0,30.0,0.0,30.0,24.306296328392545,933.3919898911835,97.92864095334609,0.0,4.408775283489635,9.941617042311913,0.0,4.1201330937561105,2.392629809343608,13.279219396652714,132.26325850468902,44.90054826636348,0.18377209667438243,0.8102098776130848,0.1837720966743824,0.7833332123670312
Track_59,59,59,9,0,0,0,0,0,8.0,0.0,8.0,25.77855337838884,959.0002319285699,111.53552446750759,0.0,4.579196212099965,10.084669588175153,0.3117873270598232,4.241165686827115,3.576955169441806,10.918618096245659,36.633569696799725,25.77855337838884,0.7036866347382147,3.222319172298605,0.7036866347382148,0.8624866349498561
Track_60,60,60,31,0,0,0,0,0,30.0,0.0,30.0,74.954718806903,1024.75045152179,128.44867713861422,0.0,4.832827161110889,8.030988760030988,0.0,5.481849396336328,2.1668532596402588,16.496684997312485,144.98481483332668,74.954718806903,0.5169832364380388,2.498490626896767,0.5169832364380389,0.6175118387214941
Track_61,61,61,31,0,0,0,0,0,30.0,0.0,30.0,11.502786524166842,22.66765180008427,109.15056213144116,0.0,2.703830874020332,7.957567637434008,0.0,2.487784057554515,1.6168666598356027,12.915922334117274,81.11492622060996,11.502786524166842,0.1418085062776544,0.38342621747222805,0.1418085062776544,1.0072712219409488
Track_62,62,62,30,0,0,0,0,0,29.0,1.0,30.0,12.680886546137023,154.99980055903362,108.0974195336983,0.0,3.236407735193227,8.389473637133428,0.0,2.9600821678826272,2.284524855705749,12.74181318283081,93.85582432060365,15.686508291141694,0.13511027832242115,0.4372719498667939,0.13511027832242126,0.9026022274509663
Track_63,63,63,31,0,0,0,0,0,30.0,0.0,30.0,3.8408361744880732,301.9725559422757,101.08597468979617,0.0,2.852418987324971,6.125008959892293,0.0,3.0662747874208525,1.6438146872062716,12.504403452719412,85.57256961974915,30.986795422520295,0.04488396447080226,0.12802787248293576,0.044883964470802264,0.8495680679920494
Track_64,64,64,31,0,0,0,0,0,30.0,0.0,30.0,22.068791681403347,909.1235993405999,123.8025291633125,0.0,4.773294742936636,12.673282569917582,0.0,4.795063291392457,2.452785422702155,12.8197906555668,143.1988422880991,45.03386013106333,0.15411291969109328,0.7356263893801116,0.1541129196910933,0.6584280623178739
Track_65,65,65,31,0,0,0,0,0,30.0,0.0,30.0,21.470491321988245,139.20481736610364,102.27198076215602,0.0,2.9102929477902384,7.454471445317693,0.0,2.972220165628352,1.5461796888969286,12.291792884949714,87.30878843370715,23.170729881012154,0.24591443435606272,0.7156830440662748,0.2459144343560627,0.7002025027982067
Track_66,66,66,11,0,0,0,0,0,10.0,0.0,10.0,13.172968429048945,275.3130057636841,110.66899760281254,0.0,3.832138366484129,11.187764290881349,0.7063313899812449,2.575560901141018,3.3320061157607874,10.841436342759566,38.32138366484129,13.172968429048945,0.3437498119655513,1.3172968429048946,0.3437498119655514,1.4133724981846012
Track_67,67,67,30,1,0,0,0,1,30.0,0.0,30.0,4.881862690944575,650.6457365753666,108.19751071313092,0.0,3.64570200902632,7.784626379848527,0.0,3.030549609516372,2.1356344061540655,10.366964403788248,110.0517345307706,33.153619502417534,0.04435970693019473,0.16272875636481918,0.04463578097220298,0.9178629487594038
Track_68,68,68,8,0,0,0,0,0,7.0,0.0,7.0,12.605507103443365,246.86165930199488,117.48450679482998,0.0,2.8491120263569494,6.428465923030211,0.9421577374574452,2.6244598984306644,1.7345867463577918,11.137633800506592,19.943784184498643,12.605507103443365,0.6320519208807438,1.800786729063338,0.6320519208807437,1.0261578499697779
Track_69,69,69,25,1,0,0,0,1,25.0,0.0,25.0,40.46777496755678,272.7967291209646,111.87100525875316,0.0,3.4923575333807926,11.885174728325854,0.9905409201537699,3.0592576064703008,2.618284278468123,10.356649551391602,84.80712172129277,40.76145668429872,0.47717425313110723,1.6187109987022712,0.46350093976067525,1.0015965853644415
Track_70,70,70,31,0,0,0,0,0,30.0,0.0,30.0,38.25423903962167,525.1458678673372,84.8184294069327,0.0,4.192057902545814,10.992625350973155,0.0,3.605034216285757,3.213120354561358,14.524669985617361,125.76173707637444,39.328765269464135,0.3041802692053313,1.2751413013207225,0.30418026920533137,0.6696012031653353
Track_71,71,71,31,0,0,0,0,0,30.0,0.0,30.0,33.16826081734628,572.9068223794751,93.31936875650236,0.0,4.264101546569772,10.546249113263196,0.0,3.45821130288932,2.6462179925684466,16.032229977269328,127.92304639709319,39.333122253033544,0.25928291853202745,1.1056086939115426,0.2592829185320275,0.5155466525007676
