LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. γ rate
,,,,,,,,,(frame),(frame),(frame),(pixel),(pixel),(pixel),(pixel),(pixel/frame),(pixel/frame),(pixel/frame),(pixel/frame),(pixel/frame),(quality),(pixel),(pixel),,(pixel/frame),,(rad/frame)
Track_17,17,17,29,1,0,0,0,1,29.0,0.0,29.0,25.886326589584176,206.37493703421532,91.28705460550208,0.0,3.6690948630084166,12.707188524411835,0.6139591137857258,3.1750762685241694,2.5911174789092812,13.147139960321887,106.31236888874929,44.15729332903872,0.24349308420239374,0.8926319513649715,0.243283966398479,0.5335980330333084
Track_18,18,18,30,0,0,0,0,0,29.0,0.0,29.0,18.43958832161722,248.17442872100398,103.52952228535229,0.0,4.191804184970508,8.010420198120121,0.9635014861145157,4.124343481092538,1.964680619994171,12.899214585622152,121.56232136414468,46.724836583726535,0.15168835305785838,0.6358478731592144,0.15168835305785833,0.5178166952697396
Track_19,19,19,18,0,0,0,0,0,17.0,0.0,17.0,55.07608186194943,407.47434524299496,101.4729372306905,0.0,4.129067343980271,12.49104898746453,0.4973010984368145,2.6293962955554284,4.000613013421279,15.340707619984945,70.1941448476646,55.07608186194943,0.7846250136884722,3.239769521291143,0.784625013688472,0.7876877286251819
Track_20,20,20,16,0,0,0,0,0,15.0,0.0,15.0,38.850641257948176,430.33532364469716,102.984730876178,0.0,3.887312177009741,10.308541141772675,0.22125803663545357,2.6555700841074033,2.9890324732236353,14.176388919353485,58.30968265514612,38.850641257948176,0.6662811301463911,2.590042750529878,0.6662811301463911,0.6958954563157864
Track_21,21,21,30,0,0,0,0,0,29.0,0.0,29.0,24.07096431552849,168.19618812962196,90.26694590021602,0.0,2.8890172813887096,6.884548620286823,0.15948681449395347,2.6243974134538353,1.644699202213195,12.267411359151204,83.78150116027258,32.66880996524352,0.2873064337851997,0.830033252259603,0.2873064337851997,0.6406272429270704
Track_22,22,22,30,0,0,0,0,0,29.0,0.0,29.0,88.17598665378004,360.50882526583115,118.71592180037446,0.0,5.312432300786805,8.693242409446754,1.8704442588096144,5.492585816708183,2.1227408573344624,15.456238508224487,154.06053672281732,88.17598665378004,0.5723463550722567,3.04055126392345,0.5723463550722567,0.5071059827053883
Track_23,23,23,30,0,0,0,0,0,29.0,0.0,29.0,92.97168940896,375.0707466470463,119.46142037442935,0.0,5.415929825625838,8.73187509142471,0.7605393332563133,5.517013767914052,2.3248617064774755,15.72176521619161,157.0619649431494,92.97168940896,0.5919427370121869,3.205920324446897,0.5919427370121872,0.5351389808028866
Track_24,24,24,8,0,0,0,0,0,7.0,0.0,7.0,3.477578980807483,450.5528725161046,98.88247368420745,0.0,2.133355390111567,3.477578980807483,0.17550266972422857,2.23606797749979,1.009624135312071,12.287973999977112,14.933487730780966,3.477578980807483,0.23287118478287447,0.49679699725821186,0.2328711847828744,1.0685462302607929
Track_25,25,25,5,0,0,0,0,0,4.0,0.0,4.0,6.403051314821096,273.8395652502727,96.97754291832115,0.0,2.6536455264146617,3.8782082088977563,1.8780714446673714,2.6591151866664697,0.8770463970569059,7.951511478424072,10.614582105658647,6.403051314821096,0.6032315969752234,1.600762828705274,0.6032315969752234,1.0182764079129996
Track_26,26,26,7,0,0,0,0,0,6.0,0.0,6.0,15.973088386911586,105.26388201580475,102.43224702026261,0.0,3.6182166312197643,4.978716053569056,1.95779450326377,4.1742380532155385,1.1728750672645134,15.384520258222308,21.70929978731859,15.973088386911586,0.7357716989215014,2.6621813978185975,0.7357716989215014,0.632092481156814
Track_27,27,27,30,0,0,0,0,0,29.0,0.0,29.0,16.349086251746037,219.4314804960246,98.67064877788091,0.0,4.136036147039999,13.134236991295907,1.4215859000670723,3.1964485096997852,2.8754023849953434,13.574995056788127,119.94504826415995,38.40280312705573,0.13630480364424688,0.5637615948877944,0.13630480364424688,0.49843140958316656
Track_28,28,28,30,0,0,0,0,0,29.0,0.0,29.0,6.082389073428576,276.25201663963924,101.55698138626573,0.0,4.990128234179232,12.973301513408838,0.6949780403029505,4.729064108411632,2.5045135423391187,15.188251177469889,144.71371879119778,47.66958668507632,0.042030493889833875,0.2097375542561578,0.042030493889833896,0.6392197984057452
Track_29,29,29,14,0,0,0,0,0,13.0,0.0,13.0,28.308163536635497,413.6024286164739,104.57942620354473,0.0,3.6817829686319437,8.804062488422975,0.6661566931194697,2.924097829464648,2.315080685689095,15.193188122340612,47.86317859221528,28.308163536635497,0.5914392727197539,2.1775510412796537,0.591439272719754,0.5827275891634945
Track_30,30,30,30,0,0,0,0,0,29.0,0.0,29.0,32.939402086917525,297.94651385896367,112.20849870725624,0.0,5.4662823729820085,9.93798250101741,1.1861638922194537,5.541970149565424,2.518917630395388,15.182246605555216,158.52218881647823,46.94464391088455,0.2077904824103306,1.1358414512730182,0.20779048241033057,0.4156858606963327
Track_31,31,31,28,1,0,0,0,1,28.0,1.0,29.0,15.623626335959175,178.22559016833947,99.30662303661792,0.0,3.8314447803767466,8.05991708942471,1.4788853236250474,3.199585539414869,2.0409251884990507,15.66406181880406,105.31032061923943,32.58580242185751,0.14835797900994,0.5579866548556848,0.14563348471403986,0.9682900246102915
Track_32,32,32,30,0,0,0,0,0,29.0,0.0,29.0,11.380274264016657,238.1565265679072,115.33261658671768,0.0,4.7385393038263866,8.706411258356976,1.8382060465141679,4.356328396534059,1.9842086514501487,15.497610886891684,137.4176398109652,49.689297250407655,0.08281523594548429,0.39242325048333304,0.08281523594548429,0.49120109424983316
Track_33,33,33,26,0,0,0,0,0,25.0,0.0,25.0,78.12988812733654,393.71227595534464,116.3328383977005,0.0,5.135281589915034,8.779945554340074,0.2103141268560852,5.253683601397679,2.4954096260597214,15.492728893573467,128.3820397478758,78.12988812733654,0.6085733509202114,3.1251955250934618,0.6085733509202111,0.3751646034942226
Track_34,34,34,5,0,0,0,0,0,4.0,0.0,4.0,11.349181886307816,2.691478550103317,107.31695104722712,0.0,3.4174305023308893,3.8512349451357553,2.784531180865814,3.667431266738619,0.4668474544275255,13.502692031860352,13.669722009323555,11.349181886307816,0.8302423325483141,2.837295471576954,0.830242332548314,0.5971398684757926
Track_35,35,35,24,0,0,0,0,0,23.0,0.0,23.0,15.891032343084316,29.474589375840818,108.3430032257677,0.0,2.75661385620083,7.358889829349117,0.050280971049689635,2.3245425807381137,1.7228670179411327,14.101092278957367,63.40211869261909,19.07453384067615,0.250638822026215,0.690914449699318,0.250638822026215,1.106868841743006
Track_36,36,36,30,0,0,0,0,0,29.0,0.0,29.0,35.09967416157625,49.44950491617957,94.84717814460178,0.0,3.2028759185723494,8.562463206377664,0.201521117171695,2.7077736789556917,2.0342350278034678,15.187951628367106,92.88340163859812,35.09967416157625,0.3778896287427788,1.2103335917784914,0.3778896287427787,0.6602496700009416
Track_37,37,37,11,0,0,0,0,0,10.0,0.0,10.0,19.801343962928005,437.53231328375335,107.04127268368201,0.0,2.2799794423907245,4.617718901030728,0.552856736028814,1.9907470224887474,1.5000955724202854,15.290694323453037,22.799794423907244,19.801343962928005,0.8684878290904612,1.9801343962928004,0.8684878290904612,0.5898978457777921
Track_38,38,38,30,0,0,0,0,0,29.0,0.0,29.0,30.309533618834383,70.20961682196643,97.03026803450335,0.0,3.125670615934224,6.412660819858758,0.7026129267482735,3.0249634466906024,1.6400318295309277,14.729801813761393,90.6444478620925,30.309533618834383,0.334378269532268,1.0451563316839443,0.33437826953226807,0.6924130882204046
Track_39,39,39,10,0,0,0,0,0,9.0,0.0,9.0,22.42933812642156,122.61430362937608,102.39678749692061,0.0,3.3943070533869455,5.7190194804273045,1.0608173807200199,3.640833269539811,1.750069197862169,16.251081466674805,30.548763480482506,22.42933812642156,0.7342142715776886,2.4921486807135067,0.7342142715776886,0.5597846283975341
Track_40,40,40,30,0,0,0,0,0,29.0,0.0,29.0,38.99639158022335,309.89399042164536,125.11491279023426,0.0,4.878687795803001,8.353839841373578,0.8228827892293369,4.740368333063819,1.9832918534049744,14.826068592071532,141.481946078287,50.563967865065095,0.2756280406168944,1.3447031579387363,0.2756280406168944,0.34796854609533245
Track_41,41,41,9,0,0,0,0,0,8.0,0.0,8.0,13.33319203627102,360.0546683483595,107.72076238674313,0.0,3.749869983592022,6.7744018037318625,1.6425059526982795,3.75359996120811,1.5996290452207382,11.325580279032389,29.998959868736176,13.33319203627102,0.44445514426539795,1.6666490045338775,0.44445514426539795,0.6806902906745369
Track_42,42,42,30,0,0,0,0,0,29.0,0.0,29.0,26.385491098617372,139.83599010764337,90.39129267675261,0.0,2.8180986598676303,6.985785235437689,0.48391315285418646,2.7992085177449795,1.5037328334921634,15.708262316385905,81.72486113616127,33.449309136953836,0.3228575825250614,0.9098445206419783,0.32285758252506136,0.7558819412536438
Track_43,43,43,8,1,0,0,0,1,8.0,0.0,8.0,21.362074265787868,164.05376072083456,108.76209248068002,0.0,4.881749329134206,7.232404216990408,1.8398679183625823,5.174471934411353,1.89190365206079,12.309202075004578,37.42443534559826,21.362074265787868,0.5708055196696616,2.6702592832234835,0.5469882009892266,0.9326225280925303
Track_44,44,44,5,0,0,0,0,0,4.0,0.0,4.0,10.022261746560222,222.012076309556,107.7025913332345,0.0,3.623686048890961,6.102962329512913,1.4740960247443036,3.509502333226096,1.8997392289104864,10.571992778778077,14.494744195563845,10.022261746560222,0.6914410914286823,2.5055654366400555,0.6914410914286824,0.6428160090934426
Track_45,45,45,23,0,0,0,0,0,22.0,0.0,22.0,68.4075421886491,401.0707803063572,116.49645082951727,0.0,4.691310281990008,8.457614087374685,0.9951373988986117,5.537334231767855,2.4795090966510047,15.314888187076734,103.20882620378013,68.4075421886491,0.6628070941683047,3.1094337358476865,0.6628070941683045,0.5479938285645678
Track_46,46,46,29,1,0,0,0,1,29.0,0.0,29.0,10.996469632741142,165.26751165214245,103.85270355372269,0.0,3.607038366232578,8.626304915160139,0.46914582400943794,3.1245802142649115,2.162769505736061,11.703936971467117,102.29057595708133,34.11431866119889,0.10750227506153644,0.37918860802555665,0.10512463953124113,0.9393748066996321
Track_47,47,47,30,0,0,0,0,0,29.0,0.0,29.0,7.066728335900563,175.2444711861679,110.44166823264318,0.0,4.361023511318831,11.561348351234786,1.0866603171259632,4.040623908137624,2.5081405095365303,12.172070598602295,126.4696818282461,43.045976865345075,0.055876857075497596,0.243680287444847,0.055876857075497596,0.9788771989943968
Track_48,48,48,3,0,0,0,0,0,2.0,0.0,2.0,4.0191779523476425,211.86150066511962,108.50549414454156,0.0,2.2335939285115183,2.660320888539597,1.8068669684834395,2.660320888539597,0.6034830543019506,14.229298909505209,4.467187857023037,4.0191779523476425,0.8997109772379371,2.0095889761738213,0.8997109772379371,0.9216270380423073
Track_49,49,49,30,0,0,0,0,0,29.0,0.0,29.0,24.306294797288654,252.9511747537268,98.3825416537099,0.0,4.56080143623504,9.941615623045315,0.6758375280128186,4.120132903285689,2.2827613257970727,13.254532925287883,132.26324165081618,44.90054624422749,0.18377210851567438,0.8381480964582294,0.1837721085156744,0.8113091387142302
Track_50,50,50,9,0,0,0,0,0,8.0,0.0,8.0,25.778551477281027,279.00023194170484,111.53552473576399,0.0,4.579193905643859,10.084671143551004,0.31176916544991295,4.241156737185896,3.5769588336658904,10.918617990281847,36.63355124515087,25.778551477281027,0.7036869372770214,3.2223189346601284,0.7036869372770214,0.8624743081252412
Track_51,51,51,30,0,0,0,0,0,29.0,0.0,29.0,74.95471899200194,342.87491585975806,128.5311535097366,0.0,4.999476474115123,8.0309867828797,0.7473910251278063,5.481848487170432,2.000006771167354,16.454245567321777,144.98481774933853,74.95471899200194,0.5169832273168747,2.5846454824828258,0.5169832273168747,0.6395657361846723
Track_52,52,52,30,0,0,0,0,0,29.0,0.0,29.0,22.06879252547486,228.19298761955534,124.02937007975599,0.0,4.937890948760676,12.673282237938208,0.9418786025926705,4.79506581209051,2.3214719794886465,12.705557854970296,143.19883751405962,45.03385754594473,0.15411293072339424,0.7609928457060297,0.15411293072339427,0.6819433902300692
Track_53,53,53,30,0,0,0,0,0,29.0,0.0,29.0,70.12657423590406,345.8682990339879,137.84709949259593,0.0,5.370262615286726,9.061194995182733,1.614283603658491,5.221991202164856,1.9302305196412552,17.3901216506958,155.73761584331507,70.12657423590406,0.45028668158408947,2.4181577322725536,0.45028668158408947,0.4043181430710586
Track_54,54,54,13,0,0,0,0,0,12.0,0.0,12.0,36.396560373255156,424.8068235070555,118.27752778842068,0.0,4.184773752725772,10.14749431387002,0.16138981679118497,3.72990986962943,3.171090290616847,17.067652482252853,50.21728503270926,36.396560373255156,0.7247815239224519,3.033046697771263,0.7247815239224519,0.5976358910160955
Track_55,55,55,20,0,0,0,0,0,19.0,0.0,19.0,9.708618501534504,244.97013142257532,116.12640831122637,0.0,5.264683973735842,10.02105978906683,0.11090248702104208,5.72541843617762,3.0700539304552583,12.311572861671447,100.02899550098098,39.466302404165745,0.09705804254966544,0.510979921133395,0.09705804254966542,0.892675500262848
Track_56,56,56,30,0,0,0,0,0,29.0,0.0,29.0,25.500459187725234,285.92984011563044,123.10340986713531,0.0,4.801963493319068,10.546598835853985,0.2459532401871761,4.698469713797787,2.4041031628816856,13.837944889068604,139.256941306253,44.909194279118594,0.18311804746339203,0.879326178887077,0.18311804746339205,0.45736346156231
Track_57,57,57,9,0,0,0,0,0,8.0,0.0,8.0,6.813034989973391,448.45959270282253,114.09464932235124,0.0,2.6459831267731753,5.134724323383294,0.5446333633963358,3.128198558502123,1.627941511422568,12.421629375881619,21.1678650141854,6.813034989973391,0.3218574469086852,0.8516293737466739,0.3218574469086851,1.3263542795621832
Track_58,58,58,30,0,0,0,0,0,29.0,0.0,29.0,8.63799721609849,201.7334552397282,115.16195165488911,0.0,4.839728067928827,8.392859152930917,0.8832028720088119,4.583942266397413,2.0027556293369715,12.526753441492717,140.35211396993597,38.72730420557397,0.061545187826303686,0.2978619729689135,0.06154518782630368,0.9870873223463205
Track_59,59,59,30,0,0,0,0,0,29.0,0.0,29.0,16.489741120387645,18.171284558771223,118.12570030041758,0.0,3.843105853787811,6.580373234858174,0.38732209435973847,3.45211028519866,1.6082163334732098,16.119937070210774,111.45006975984653,19.43843248731507,0.1479563104439492,0.5686117627719878,0.1479563104439492,0.5283180123196372
Track_60,60,60,30,0,0,0,0,0,29.0,0.0,29.0,28.586414530746076,123.4776805762114,98.30353008809873,0.0,2.479814538714332,4.792916018183887,0.4680470437421452,2.350159878227594,1.4503159771373748,15.523660246531168,71.91462162271561,31.826219628774535,0.39750490075187306,0.9857384320946923,0.397504900751873,0.69802383366471
Track_61,61,61,29,0,0,0,0,0,28.0,0.0,28.0,89.04294917948998,384.3011454175179,129.3493921001054,0.0,5.339910440541709,12.68282924049781,0.7991799492827464,5.833122743014496,2.527452566079916,16.739640893607305,149.51749233516782,89.04294917948998,0.595535330273502,3.1801053278389277,0.5955353302735019,0.5109396231860648
Track_62,62,62,19,0,0,0,0,0,18.0,0.0,18.0,59.625262592070555,410.03612601938465,117.78923627607719,0.0,4.1969403227855295,10.50066867099002,0.8032013666621081,3.3878595889869265,3.07837203899673,14.365496685630397,75.54492581013953,59.625262592070555,0.7892689277625545,3.312514588448364,0.7892689277625544,0.7142705772938811
Track_63,63,63,22,0,0,0,0,0,21.0,0.0,21.0,8.025421918873754,5.007096039484705,118.5318270037848,0.0,2.293701655000394,4.402918317095376,0.9109711412197254,2.056182242021678,1.1193801283499596,14.226123939860951,48.167734755008276,9.524296005799506,0.16661406146028707,0.3821629485177978,0.16661406146028707,0.865478091593082
Track_64,64,64,18,0,0,0,0,0,17.0,0.0,17.0,23.81813238013373,153.02145442042786,106.46602661351915,0.0,3.826128223052262,9.16783447185354,1.0888736726727333,3.7863269865451668,2.2021167432672444,11.898738119337294,65.04417979188845,25.455148643286645,0.36618391463065303,1.4010666105961018,0.36618391463065303,1.1071221135868696
Track_65,65,65,30,0,0,0,0,0,29.0,0.0,29.0,27.692792057991284,54.510972978842624,110.63312757782568,0.0,2.7561357103466086,7.105753088038515,0.1860438084930211,2.5609001401552733,1.6601005278138203,16.15777406692505,79.92793560005168,27.692792057991284,0.3464720044386255,0.9549238640686649,0.3464720044386257,0.8153276396267927
Track_66,66,66,30,0,0,0,0,0,29.0,0.0,29.0,29.881034377056785,297.68553864328754,129.36000278006796,0.0,4.856477707405177,9.039793493446847,1.3714333901192397,4.948684306875208,1.8832005237709353,13.970019721984864,140.83785351475018,41.28968753372806,0.2121662154835901,1.0303804957605789,0.2121662154835902,0.44773796391047443
Track_67,67,67,7,0,0,0,0,0,6.0,0.0,6.0,7.217237367758286,434.59121174970784,118.06935938945192,0.0,1.8785221577671785,5.824763828983243,0.09972965201626086,1.2368167585227545,2.1683171564089094,12.783736092703682,11.271132946603071,7.217237367758286,0.6403293619150716,1.202872894626381,0.6403293619150716,0.8188098079817705
Track_68,68,68,29,1,0,0,0,1,29.0,0.0,29.0,16.09513987107302,35.68600304976441,119.79304129740709,0.0,4.229229895541839,9.849090252410159,1.4594556317984564,3.670486294487345,2.2074795727083836,13.549913965422531,121.08166572705382,20.800242089725792,0.13292796869309018,0.555004823140449,0.13123070555362729,0.8427630561905279
Track_69,69,69,30,0,0,0,0,0,29.0,0.0,29.0,21.613925862591348,221.82999804343925,121.20674363852542,0.0,4.500804302652982,8.802978270854474,0.9781431774234892,3.9365927397084137,2.2079213442210768,14.213713137308757,130.5233247769365,45.00752412799477,0.16559435564125724,0.7453077883652189,0.1655943556412573,0.5980624662503401
Track_70,70,70,30,0,0,0,0,0,29.0,0.0,29.0,35.61719772894746,79.24023743233992,108.82550488795754,0.0,3.4838917955485402,9.270715022070528,0.8082457838305686,3.1284117457636107,1.9477616389222254,15.744624551137289,101.03286207090767,35.61719772894746,0.35253082015978443,1.228179232032671,0.35253082015978443,0.6576804395188083
