frame,index,speed,stdev
1.0,0.0,13.158798876273558,8.691786232106201
1.0,1.0,10.634603428658153,5.919418632956049
1.0,2.0,11.442123498050012,5.9667148521854925
1.0,3.0,11.941509212227142,7.718964971253262
1.0,4.0,11.846792122955412,6.26993552101321
1.0,5.0,12.279358328525532,6.251799605856433
1.0,6.0,12.102059047414363,5.709664601524378
1.0,7.0,12.089758258325917,7.502791610217618
1.0,8.0,9.29030087207377,5.715496897262412
1.0,9.0,13.459698601921243,8.195321781511483
1.0,10.0,13.747122065693711,6.850684855303204
1.0,11.0,10.84682551910719,7.303285109442954
1.0,12.0,12.19393969588783,7.276622913227721
1.0,13.0,11.695026859081878,6.155696748457146
1.0,14.0,11.494235815564094,5.980853423468901
1.0,15.0,12.031607375115403,7.391589552896685
1.0,16.0,14.431708850818183,8.286472733156959
1.0,17.0,12.285359179912271,7.111521762803475
1.0,18.0,13.150776733260994,7.2911717299892045
1.0,19.0,13.174026412107043,8.109353316180885
5.0,0.0,12.31509685445891,8.445033892108922
5.0,1.0,10.845755456073137,6.363282733086373
5.0,2.0,11.495391936639093,6.389314547711713
5.0,3.0,11.600884422239089,7.117131994202145
5.0,4.0,11.493262817598726,6.544426019409088
5.0,5.0,12.219953094564024,6.741204791518061
5.0,6.0,11.973779306251922,6.577397651043369
5.0,7.0,12.029716836559503,8.866504163537233
5.0,8.0,9.495171781828418,5.844369190870151
5.0,9.0,13.396771404347453,7.861359807055561
5.0,10.0,12.932717248876424,6.7766264393484015
5.0,11.0,12.174734711898106,8.731281119704173
5.0,12.0,12.92524135342433,8.799890736579496
5.0,13.0,11.714423576495737,6.348406152007016
5.0,14.0,11.534428327460944,6.378510602584204
5.0,15.0,12.07637331348449,6.725738452088353
5.0,16.0,13.925975101992442,8.393507402842612
5.0,17.0,12.00032098136892,7.71355294147728
5.0,18.0,14.204518565614608,8.140604231531144
5.0,19.0,13.643376119230188,8.18310598566191
9.0,0.0,11.667699961786088,8.928489233384417
9.0,1.0,9.876414604007653,5.9604512978095805
9.0,2.0,10.818220129403082,7.389862653835269
9.0,3.0,10.435614458775122,6.026487807157898
9.0,4.0,10.92739703175948,7.949576737556807
9.0,5.0,11.515743915240552,8.192724950930092
9.0,6.0,11.379645623609472,6.420455571145696
9.0,7.0,11.41269095069941,8.320281983680275
9.0,8.0,9.779267770605609,6.34525880848625
9.0,9.0,12.422909319983445,7.003803219364409
9.0,10.0,12.045471401371621,8.218487673726694
9.0,11.0,11.34098416255212,7.928851341052343
9.0,12.0,12.58928428777214,8.782183147102897
9.0,13.0,10.967806560825116,6.119440085504225
9.0,14.0,10.368017222817944,6.110990316423781
9.0,15.0,11.091067562868128,7.609534426827385
9.0,16.0,12.254748681693425,7.881595483981121
9.0,17.0,11.429190199842543,9.259378104359229
9.0,18.0,13.754914682085206,7.875359310693453
9.0,19.0,13.066737246226296,8.3452528648557
13.0,0.0,10.982474080333049,9.760131196671736
13.0,1.0,9.158523647249467,5.817931438035821
13.0,2.0,9.895680507891447,6.877034312301438
13.0,3.0,10.177579601805412,8.161289859176762
13.0,4.0,9.987450350886965,7.645414335202102
13.0,5.0,10.561489072997537,7.564113094696868
13.0,6.0,10.91986038456926,6.21506994412131
13.0,7.0,10.8545029661194,7.890434816060812
13.0,8.0,10.125209357940829,6.4464623444505165
13.0,9.0,12.070933406952717,6.930961657576044
13.0,10.0,11.661621908104989,8.116804191044869
13.0,11.0,10.611666519801622,7.371281242288474
13.0,12.0,11.86836582032636,8.102338560995552
13.0,13.0,10.374083036599197,5.910970903089395
13.0,14.0,9.697457577674598,5.857399883002475
13.0,15.0,10.607769724404895,7.182247021084505
13.0,16.0,11.633020438163554,7.4582181012112425
13.0,17.0,11.264713448191321,8.823459244090145
13.0,18.0,12.704728469175205,8.179197183870707
13.0,19.0,13.249862614919692,9.083330422339946
17.0,0.0,10.166235614608054,9.232926203880263
17.0,1.0,8.908176017123116,6.776107384852619
17.0,2.0,9.715397491503346,6.865284645604282
17.0,3.0,9.570062383995692,7.65687086761271
17.0,4.0,9.755245855659558,7.286230750407368
17.0,5.0,10.0539747811864,7.380105416635074
17.0,6.0,10.46961818968739,6.043872077302567
17.0,7.0,10.654785513387658,7.696907263087265
17.0,8.0,10.067399928449237,6.306558627120999
17.0,9.0,11.782308626144486,6.714550818762179
17.0,10.0,11.340686626419721,8.116838329511799
17.0,11.0,10.56474048655831,7.192882110326539
17.0,12.0,11.748266286412894,7.884894973199219
17.0,13.0,10.479254557980418,5.888162905960171
17.0,14.0,9.861995875430264,6.088178393827543
17.0,15.0,10.373919557889119,6.930909009488636
17.0,16.0,11.420328234097347,7.267455092240797
17.0,17.0,11.198218600805818,8.549544228915364
17.0,18.0,12.84960193358633,8.166752102687687
17.0,19.0,12.873052193037479,8.672062259427074
21.0,0.0,10.172756017912304,8.80998680037426
21.0,1.0,8.770564076596056,6.6082194004883865
21.0,2.0,9.50393488167548,6.725749127464252
21.0,3.0,9.444577197563873,7.232887402677644
21.0,4.0,9.512088836552238,7.003691571854149
21.0,5.0,9.876599555345926,7.172002690971301
21.0,6.0,10.404867771363852,5.972152104995168
21.0,7.0,10.773990003401979,7.7531565821295025
21.0,8.0,10.483785047047268,6.532714826206707
21.0,9.0,11.4339395538264,6.568406397626234
21.0,10.0,11.367868549129659,8.076862255282833
21.0,11.0,10.646220961577077,7.201222721902278
21.0,12.0,11.693215175210325,7.7173240207747344
21.0,13.0,10.493609381452934,5.926580567156507
21.0,14.0,9.896319320228452,6.025729286871486
21.0,15.0,10.345695683054675,6.749253799950377
21.0,16.0,11.237465943954682,7.631509677592413
21.0,17.0,11.68263993991196,8.386876062222536
21.0,18.0,12.783230288771321,7.934863966953386
21.0,19.0,13.068126633607628,8.54540102131358
25.0,0.0,10.392513842713141,8.596270735887154
25.0,1.0,9.002329892998274,6.767288248251077
25.0,2.0,9.541597010729902,7.201020114449278
