frame,index,speed,stdev
1.0,0.0,10.747059129989042,6.921337842471829
1.0,1.0,9.25611834212025,5.1940370703330885
1.0,2.0,10.181126009126968,5.476579177171785
1.0,3.0,9.954556463860785,5.786836080172203
1.0,4.0,10.06339574294353,5.667193596997951
1.0,5.0,10.95025277806061,6.352872438087027
1.0,6.0,10.760738896403032,5.488484096878744
1.0,7.0,10.70665750943426,6.94709426874186
1.0,8.0,7.969767350676048,4.808524180085133
1.0,9.0,11.93999987145608,6.482967392694043
1.0,10.0,11.04504001425214,5.536103868934538
1.0,11.0,10.247795488536267,7.136450320281256
1.0,12.0,11.508065462746373,8.150272586726409
1.0,13.0,10.376386583565983,5.596079763242504
1.0,14.0,9.396735289973346,5.000496303023584
1.0,15.0,10.124076431429142,5.0905624370890425
1.0,16.0,12.802991108101962,6.863673278552785
1.0,17.0,10.231345485200729,6.595553531437618
1.0,18.0,11.681396418135968,6.088027211065627
1.0,19.0,11.812062974939318,7.313380835621846
9.0,0.0,9.58835237569062,7.375709051586279
9.0,1.0,8.105179130013214,4.777243483718738
9.0,2.0,9.04667780870974,5.984846716221363
9.0,3.0,8.837241730669886,6.2149944764649465
9.0,4.0,8.892395718783765,5.549946279979676
9.0,5.0,9.551270921392902,6.188057287212233
9.0,6.0,9.798470559068159,5.345544379082101
9.0,7.0,10.024594790366683,6.5812715878818935
9.0,8.0,9.112471319057244,5.659680293174705
9.0,9.0,11.017494348059625,6.038727724180722
9.0,10.0,10.109384894740588,5.884194659438422
9.0,11.0,9.258604319216461,6.0926970817894155
9.0,12.0,10.864333053829556,7.501678783306163
9.0,13.0,9.343158854766997,5.161569639937483
9.0,14.0,8.308812662798498,4.711920211341856
9.0,15.0,8.962503601215458,5.2714064257382445
9.0,16.0,10.657378656072765,6.65503649255131
9.0,17.0,9.882599566820975,6.836009921718078
9.0,18.0,11.562194503313115,6.425748807816198
9.0,19.0,11.168729723940965,7.784277036387399
17.0,0.0,9.092365575413483,6.821758909556461
17.0,1.0,8.006185974834445,5.530935241616684
17.0,2.0,8.620662223176936,5.619414501985356
17.0,3.0,8.417366021235686,5.610671372427478
17.0,4.0,8.625408030812936,5.323830623894522
17.0,5.0,8.857899567953742,5.7638260785340005
17.0,6.0,9.477235331468874,5.220377663063824
17.0,7.0,9.982743750113888,6.45330794625661
17.0,8.0,9.471436644831268,5.770408969278872
17.0,9.0,10.589051848093218,5.7666990910460445
17.0,10.0,9.846543927922337,5.761815452438428
17.0,11.0,9.523238857385694,6.028775582069981
17.0,12.0,10.700163937858994,7.082899810295207
17.0,13.0,9.639002765681628,5.206754460095279
17.0,14.0,8.577870773339876,5.048904446855377
17.0,15.0,8.930205118022727,5.343173145626934
17.0,16.0,10.348079889041296,6.412728621963543
17.0,17.0,10.373094707432992,6.592269150235645
17.0,18.0,11.420380451639264,6.416109812771245
17.0,19.0,11.598690089186183,7.550347876587423
25.0,0.0,9.750195928818183,6.775412495987573
25.0,1.0,8.436327697632736,5.7865767321054795
25.0,2.0,8.91280080493937,5.918863749471469
25.0,3.0,8.705720077405108,5.48973464247117
25.0,4.0,8.896987470059253,5.918286696581169
25.0,5.0,9.178331238706923,6.090325304477924
25.0,6.0,9.796957427813254,5.28718833400429
25.0,7.0,10.50168791342315,6.3442632956297516
25.0,8.0,10.624394384470554,6.135738264346247
25.0,9.0,10.628313091625856,5.492231929269742
25.0,10.0,10.023780108269564,5.968609328965555
25.0,11.0,9.525008920914459,5.779818936191635
25.0,12.0,11.226603482441746,6.830414055167353
25.0,13.0,10.302588355131087,5.482999204613487
25.0,14.0,9.068949152050134,5.162789975025338
25.0,15.0,9.64688581129045,5.626103637796773
25.0,16.0,10.616615366811349,6.243796351289879
25.0,17.0,11.024168742596123,6.447155354334301
25.0,18.0,11.816008662974797,6.253431445609443
25.0,19.0,12.292565580612786,7.337993970730359
33.0,0.0,11.230038985245269,7.913765462479737
33.0,1.0,8.81540113443046,5.743460267052819
33.0,2.0,9.175040733420042,5.748907013944542
33.0,3.0,9.528350085462927,5.824188596133109
33.0,4.0,8.829861495467624,5.520109503478257
33.0,5.0,9.634904180841042,6.2094532118470065
33.0,6.0,9.963920183233691,5.2130624002787185
33.0,7.0,10.868014811972463,6.174794747849941
33.0,8.0,11.178777816277522,6.247070343695953
33.0,9.0,10.973077633917462,5.528552626676584
33.0,10.0,10.157621790140686,5.816920627552547
33.0,11.0,9.80849220232506,5.467309441120614
33.0,12.0,11.256563224929002,6.633310071023877
33.0,13.0,11.11887211205571,6.051194018517568
33.0,14.0,9.723696191784388,5.296808271216415
33.0,15.0,10.038540305363627,5.598024357995267
33.0,16.0,10.787926729535762,6.25254366283692
33.0,17.0,11.320509295560116,6.170306698707839
33.0,18.0,12.38436080118765,6.773504673942975
33.0,19.0,12.487480082785865,7.061191405376184
41.0,0.0,13.608308231277512,9.50563434543506
41.0,1.0,9.352878337681204,6.296654128441755
41.0,2.0,9.508048819633865,5.760440456410701
41.0,3.0,9.970720969722382,6.0762428091575895
41.0,4.0,8.982561340071008,5.665292639806835
41.0,5.0,10.135702274392123,6.066437272305245
41.0,6.0,10.060971612579262,5.724166921572711
41.0,7.0,10.851923901745382,5.806991681225945
41.0,8.0,11.734274880947519,6.359909603445956
41.0,9.0,11.221738074705181,5.964681905011248
41.0,10.0,10.46320488993883,5.735608915763873
41.0,11.0,9.849212729399643,5.272029095769527
41.0,12.0,10.99881678644225,6.491018470785782
41.0,13.0,11.40852092245411,6.29437297778997
41.0,14.0,10.230682220083647,5.559802878452767
41.0,15.0,10.194193845576283,5.487703212540163
41.0,16.0,10.425142671851772,5.705970156171375
41.0,17.0,11.78471092124976,6.8978150706329036
41.0,18.0,12.59975515391649,6.781740151080834
41.0,19.0,12.806253248678013,6.746570605707167
