frame,index,manv,stdev
1.0,0.0,0.48115132015134704,
1.0,1.0,0.3165557469164511,
1.0,2.0,0.48678954777426925,
1.0,3.0,0.39324053472736364,
1.0,4.0,0.4919163869755696,
1.0,5.0,0.5416734608677937,
1.0,6.0,0.31642690330640655,
1.0,7.0,0.23277294479660418,
1.0,8.0,0.34929086311485813,
1.0,9.0,0.3449970675131963,
1.0,10.0,0.27755478682136137,
1.0,11.0,0.2923313439122547,
1.0,12.0,0.292883343524124,
1.0,13.0,0.385531666334407,
1.0,14.0,0.2441659893578666,
1.0,15.0,0.16799659731089112,
1.0,16.0,0.23227300265248593,
1.0,17.0,0.2595532991089107,
1.0,18.0,0.3431666500828718,
1.0,19.0,0.27353606139009906,
11.0,0.0,0.3412260622081222,
11.0,1.0,0.15013392677789475,
11.0,2.0,0.3629786990557743,
11.0,3.0,0.2572327816409081,
11.0,4.0,0.34109840819873494,
11.0,5.0,0.45306408003605514,
11.0,6.0,0.23057056455706595,
11.0,7.0,0.08441603299572545,
11.0,8.0,0.13754066161956352,
11.0,9.0,0.26888156665631974,
11.0,10.0,0.14505380806372423,
11.0,11.0,0.149147479324356,
11.0,12.0,0.18568104350344977,
11.0,13.0,0.28397645200210486,
11.0,14.0,0.18638170565136788,
11.0,15.0,0.16622370151391325,
11.0,16.0,0.17508442027385035,
11.0,17.0,0.18819979531229877,
11.0,18.0,0.2470457158057597,
11.0,19.0,0.19167370710328166,
21.0,0.0,0.23784656906558924,
21.0,1.0,0.07188648387141666,
21.0,2.0,0.2867426878614151,
21.0,3.0,0.23533752997882956,
21.0,4.0,0.27291680244186617,
21.0,5.0,0.3994379668771184,
21.0,6.0,0.1552895113890437,
21.0,7.0,0.009224675467414166,
21.0,8.0,0.19681920834452313,
21.0,9.0,0.18671028180280802,
21.0,10.0,0.0652618711429015,
21.0,11.0,0.09461651298791747,
21.0,12.0,0.1238676414993285,
21.0,13.0,0.22339728469649262,
21.0,14.0,0.09910991813669959,
21.0,15.0,0.11046175618462607,
21.0,16.0,0.1266726754654813,
21.0,17.0,0.1994331082319935,
21.0,18.0,0.23842135799124317,
21.0,19.0,0.14722171711977955,
31.0,0.0,0.2046740922252438,
31.0,1.0,0.03940420534565449,
