frame,index,speed,stdev
1.0,0.0,13.134012147188121,7.556531862883811
1.0,1.0,11.134838775344544,6.40427318491859
1.0,2.0,12.279558987407908,6.185334317743675
1.0,3.0,11.802078879921396,6.452142931220287
1.0,4.0,12.184489196979685,6.138818751683753
1.0,5.0,13.109615149700886,6.850086152268606
1.0,6.0,12.056198374794938,6.516555397212286
1.0,7.0,12.627725112956588,7.1991961595603255
1.0,8.0,9.735020770119357,5.7421420194056525
1.0,9.0,13.567665793066261,7.393101602170799
1.0,10.0,13.08412961630535,6.253359369567726
1.0,11.0,11.66685390124754,7.510477161601911
1.0,12.0,13.610954379031483,8.507620151011471
1.0,13.0,12.500327607050066,6.829583855392601
1.0,14.0,11.58165870336515,5.816214425959132
1.0,15.0,11.411214273344596,5.8656923491582305
1.0,16.0,12.880379125108458,7.322447550495515
1.0,17.0,10.900756318719182,6.6440377700080795
1.0,18.0,14.004739057600025,7.179618168554294
1.0,19.0,13.552282771297355,8.200703426436613
7.0,0.0,11.113844137704293,7.662613669172416
7.0,1.0,9.949645769861148,6.079735015624216
7.0,2.0,10.68125191683086,6.548122062987323
7.0,3.0,10.38115172910232,6.18402734145525
7.0,4.0,10.48452866698228,6.534403296903032
7.0,5.0,11.721708380590703,7.868414217769679
7.0,6.0,11.097722555066053,6.2947135252111
7.0,7.0,11.753006274185891,7.31994267891734
7.0,8.0,9.84967195811067,5.882115028298191
7.0,9.0,12.796563052280792,7.93064236483107
7.0,10.0,11.685825501678647,6.077095991514074
7.0,11.0,11.303557535207569,7.178550715036604
7.0,12.0,12.252037772424977,8.412670117040754
7.0,13.0,10.591792484660804,6.389552883515349
7.0,14.0,10.402922079919746,5.645706323871699
7.0,15.0,10.802312945052034,6.315493923144311
7.0,16.0,12.139079922358167,7.44895305062658
7.0,17.0,10.652198713117173,7.910418433398765
7.0,18.0,13.173474268123458,7.189486143100718
7.0,19.0,12.409211607973004,7.660477944174657
13.0,0.0,10.462008363400585,8.175975645205215
13.0,1.0,8.676035635745796,5.726541800066078
13.0,2.0,9.40419392254267,6.182363264282249
13.0,3.0,9.78060692706166,6.952116622571302
13.0,4.0,9.53663980738118,6.4429584448044235
13.0,5.0,10.069548705404504,7.32371753572384
13.0,6.0,10.464876739748862,5.966688872846461
13.0,7.0,10.690541446251872,7.0032831934289215
13.0,8.0,9.754486513978769,5.98816102458126
13.0,9.0,11.515058194482009,6.381942938866162
13.0,10.0,11.201402721159301,7.567221391441427
13.0,11.0,10.054023299229907,6.476431923948291
13.0,12.0,11.496473545786019,7.82190610387188
13.0,13.0,10.074657969727273,5.730580897075908
13.0,14.0,9.18461337775448,5.556045831950312
13.0,15.0,10.095090107066715,6.187744064999229
13.0,16.0,10.731489804959175,6.769969575203074
13.0,17.0,10.452974844674259,7.282426646943839
13.0,18.0,11.753209243509511,7.056317804473287
13.0,19.0,12.828734519522982,8.331818981058634
19.0,0.0,9.948198532999063,7.67023325654261
19.0,1.0,8.49449263184791,6.164183539414062
19.0,2.0,9.140204188367555,6.037151935858065
19.0,3.0,9.283004572558225,6.4355212317642545
19.0,4.0,9.25002994290372,6.126986091516864
19.0,5.0,9.604740752462007,6.956801773884792
19.0,6.0,10.093011100926606,5.706478148079366
19.0,7.0,10.667634707461268,7.025967608439375
19.0,8.0,10.32473559093069,6.250164847670793
19.0,9.0,11.159941554160161,6.27544817807332
19.0,10.0,10.729033895481619,6.977559917843682
19.0,11.0,10.070695766490857,6.448657420013319
19.0,12.0,11.3185884747647,7.515742348407566
19.0,13.0,10.08392856905227,5.688023534646194
19.0,14.0,9.207031884256223,5.562512084074186
19.0,15.0,9.803781012824475,5.995648022854904
19.0,16.0,10.564112397496993,6.8935945967420444
19.0,17.0,10.916274895890682,7.268840904845789
19.0,18.0,12.038365966449145,6.963227377849333
19.0,19.0,12.55620145071993,7.858510490389599
25.0,0.0,10.163335750654706,7.465520736701087
25.0,1.0,8.806971987435556,6.263138755891955
25.0,2.0,9.23312001828773,6.423923529400232
25.0,3.0,9.337736288409042,6.166572740764248
25.0,4.0,9.402467386187965,6.524935769926039
25.0,5.0,9.635486946941407,7.106885144108508
25.0,6.0,10.329217370626528,5.785811548568398
25.0,7.0,10.991484022226484,6.9165208143133485
25.0,8.0,11.000458873505009,6.403620416817697
25.0,9.0,11.2123271862928,6.036450419534386
25.0,10.0,10.61823153811577,6.769546545235919
25.0,11.0,9.978591597650773,6.226342791174301
25.0,12.0,11.672770024281107,7.3139589390611714
25.0,13.0,10.456034549795485,5.741580034612762
25.0,14.0,9.470068181778549,5.633982301264434
25.0,15.0,10.188086237048795,6.03335648605508
25.0,16.0,10.833764299055547,6.932841877158051
25.0,17.0,11.356560122056585,7.048353060572187
25.0,18.0,12.23182165487164,6.7569959785673195
25.0,19.0,12.87343755804154,7.699059877698109
31.0,0.0,10.934230300025225,7.8189536365271275
31.0,1.0,9.0747128337795,6.291041222617526
31.0,2.0,9.435463695401506,6.33731656685432
31.0,3.0,9.814341957767319,6.2293211798508805
31.0,4.0,9.2581282307011,5.977122355520488
31.0,5.0,9.9774025345261,7.443826859794111
31.0,6.0,10.363361439057588,5.612190093151779
31.0,7.0,11.222186703213625,6.719076340225549
31.0,8.0,11.514539745097245,6.434476746712702
31.0,9.0,11.362377672354096,6.013621693559295
31.0,10.0,10.654801064450929,6.546502138993702
31.0,11.0,10.07646036553881,5.934768149251948
31.0,12.0,11.938099731305224,7.250819424211958
31.0,13.0,11.07454834440109,6.091817645883259
31.0,14.0,9.891873489491598,5.569161257557465
31.0,15.0,10.503833086954991,5.971212415186167
31.0,16.0,11.115389733119018,7.014669304963978
31.0,17.0,11.62891635488603,6.613355344697753
31.0,18.0,12.555450560064788,6.876119310536945
31.0,19.0,13.031216889701485,7.603037673693762
37.0,0.0,12.15694116451903,8.59993006888511
37.0,1.0,9.31093699024988,6.114088471646629
37.0,2.0,9.587040842717306,6.321894883617999
37.0,3.0,10.1346275754586,6.032851406015512
37.0,4.0,9.506427458067908,6.252554558762773
37.0,5.0,10.178785194278076,7.124219210619453
37.0,6.0,10.363571353484028,5.791405147830517
37.0,7.0,11.387784467287409,6.304252929676023
37.0,8.0,11.99065977343956,6.6883418944938064
37.0,9.0,11.424850582662348,5.981785434484799
37.0,10.0,10.605461195869577,6.334917145185724
37.0,11.0,10.46225761758635,5.931811667538199
37.0,12.0,11.611728176515077,6.947665453868778
37.0,13.0,11.507642807494204,6.503758797869168
37.0,14.0,10.36064338041156,5.844580579578993
37.0,15.0,10.756147633202739,5.836699486794901
37.0,16.0,10.988771371105292,6.603948793326189
37.0,17.0,12.052645571273361,7.114335135071269
37.0,18.0,12.834950324514898,7.354918440489847
37.0,19.0,13.013075561783085,7.353463647992421
43.0,0.0,14.231609760073267,10.008485058841384
43.0,1.0,9.786943351004226,6.802372698444035
43.0,2.0,9.769934447680889,6.224004925752805
43.0,3.0,10.53921544419846,6.393719676946751
43.0,4.0,9.381944857938477,6.0890100849064215
43.0,5.0,10.593520780678595,6.883307190412548
43.0,6.0,10.467309281453698,6.3027953097970215
43.0,7.0,11.256060170080953,6.171966873161522
43.0,8.0,12.247926064599724,6.6070114892262515
43.0,9.0,11.81625027870042,6.350535362582357
43.0,10.0,10.893096123711105,6.353771383658627
43.0,11.0,10.313045048332896,5.8041327776052
43.0,12.0,11.36886119418889,6.750568423389715
43.0,13.0,11.721114385287814,6.533415215912821
43.0,14.0,10.616949484810707,6.005935555799922
43.0,15.0,10.716096444504112,5.717754934544525
43.0,16.0,10.881214344558604,6.288535955177466
43.0,17.0,12.28508485625664,7.489494081984321
