frame,index,speed,stdev
1.0,0.0,8.977213592952157,5.895054780022624
1.0,1.0,8.021056155852552,4.35472638586159
1.0,2.0,8.894331629386288,4.954903010705994
1.0,3.0,8.41148247461508,5.22480177468644
1.0,4.0,8.652533322764953,5.271489751664492
1.0,5.0,9.828729847975266,5.8744728475165084
1.0,6.0,9.704978743028494,5.036637198522739
1.0,7.0,9.134367222613045,6.128161243327033
1.0,8.0,7.427195118702388,4.488752777729648
1.0,9.0,10.757424062638625,6.320036869907658
1.0,10.0,9.041282818346213,4.818532714200818
1.0,11.0,9.235577597172359,6.217002548811363
1.0,12.0,10.340981506697153,7.73857393967772
1.0,13.0,9.051450121463068,4.785385285213452
1.0,14.0,7.79392833297155,4.36478370664911
1.0,15.0,8.885504367475868,5.101046899588784
1.0,16.0,10.792967887500637,5.96689490817379
1.0,17.0,8.94805871329279,5.9452079620395235
1.0,18.0,10.600257957397433,5.901593704909355
1.0,19.0,10.493020635713934,6.101819574938998
13.0,0.0,8.630958676226092,5.826924081271266
13.0,1.0,7.308341610662089,4.728302148079492
13.0,2.0,8.020811151934776,4.714219543110971
13.0,3.0,7.809126945098925,4.722269990019832
13.0,4.0,8.045011791673975,4.55642078311826
13.0,5.0,8.39323225957128,5.439958870423782
13.0,6.0,9.010105824416769,4.820306836374352
13.0,7.0,9.077806461883506,5.944622676152019
13.0,8.0,8.621391828116794,5.209568613800361
13.0,9.0,9.695974713707306,4.968351255333861
13.0,10.0,9.317575329882851,5.991628411177131
13.0,11.0,8.667640542555755,5.460579639537259
13.0,12.0,9.958321661686087,6.929813806334301
13.0,13.0,8.918078117109214,4.605563276799779
13.0,14.0,7.810755735755939,4.477146770253766
13.0,15.0,8.486230247089251,4.863358550556921
13.0,16.0,9.690107012266198,5.373221877332456
13.0,17.0,9.616580120999553,5.571935828996911
13.0,18.0,10.268583927959083,5.420074629433766
13.0,19.0,11.557145373005687,6.5962276415434085
25.0,0.0,9.57784019914165,6.217822093752262
25.0,1.0,8.14245548076684,5.256952883879012
25.0,2.0,8.719999310863647,5.274192874568997
25.0,3.0,8.306071796940214,4.717707315486032
25.0,4.0,8.588102105509636,5.057617549357381
25.0,5.0,8.945827237858667,5.717682526860402
25.0,6.0,9.442434327611666,4.963803836770021
25.0,7.0,10.077416645576099,5.931759249049776
25.0,8.0,10.261386879816882,5.863792517990966
25.0,9.0,10.142907982109199,5.009077106605266
25.0,10.0,9.484034533153402,5.5594413501032545
25.0,11.0,9.07485107844668,5.340559487164864
25.0,12.0,10.772543006281312,6.5479858817887635
25.0,13.0,10.144578064832906,5.232098007085107
25.0,14.0,8.70270949787112,4.847902775213856
25.0,15.0,9.60729915606059,5.274886426442105
25.0,16.0,10.408713914962565,5.51648346091926
25.0,17.0,10.53675084646618,5.6183398089435865
25.0,18.0,11.262636772170284,5.661836316183542
25.0,19.0,11.941157958733362,6.265630211632422
