frame,index,ratio,stdev
1.0,0.0,159.8808112324493,37.69024118756949
1.0,1.0,173.64544079218814,20.3509503686014
1.0,2.0,171.06856712294362,22.8119646083329
1.0,3.0,169.82328141468557,22.16723143799882
1.0,4.0,168.11016895526166,23.997354253976507
1.0,5.0,166.55324234228567,24.960210716732096
1.0,6.0,165.2040059347181,29.331848612096238
1.0,7.0,157.75616438356164,34.285612605478235
1.0,8.0,165.77593984962405,27.600749165812648
1.0,9.0,168.1361604118683,25.43270874818279
1.0,10.0,168.491900159911,23.178573068392232
1.0,11.0,164.73868120829448,24.928253620800387
1.0,12.0,168.1067663817664,26.003162416148104
1.0,13.0,165.75718689511794,27.211940086582754
1.0,14.0,162.70384138785624,35.976067440022256
1.0,15.0,170.34389457451283,27.877278141233163
1.0,16.0,169.54931114445506,23.330599289058977
1.0,17.0,168.806860551827,22.665202230672744
1.0,18.0,173.11180904522612,23.48170002594516
1.0,19.0,169.2545343800758,25.180788777493067
2.0,0.0,166.63952692187985,36.37571475230889
2.0,1.0,179.92317771188195,15.359940041668446
2.0,2.0,178.323523863422,17.388301949618597
2.0,3.0,175.3595479299643,19.371283152653028
2.0,4.0,177.23486958723728,19.531358313581737
2.0,5.0,173.27549295774648,23.090661019597082
2.0,6.0,174.25357064381456,26.93025372639557
2.0,7.0,166.0531741371436,32.33206473961658
2.0,8.0,176.21573369371933,22.768416459789545
2.0,9.0,177.71220240113954,19.951188272980108
2.0,10.0,176.586549139367,18.44074516556934
2.0,11.0,175.03802090791922,19.824871967787445
2.0,12.0,176.69634328890157,22.120939787378266
2.0,13.0,174.49099580041283,24.00847940073189
2.0,14.0,170.4561043929767,34.20033996734702
2.0,15.0,174.90318515925796,26.400187610139533
2.0,16.0,177.28118852180992,19.46345886946153
2.0,17.0,175.67064649616717,20.350760398533314
2.0,18.0,179.54623993716865,19.517102177471912
2.0,19.0,177.03658536585365,21.574749123046416
3.0,0.0,176.35876623376623,24.938559327574712
3.0,1.0,181.27293419782038,18.095264910455484
3.0,2.0,178.79060469765116,21.477144777885538
3.0,3.0,175.4877779071121,23.63230898611873
3.0,4.0,178.25563389147678,22.36448393507901
3.0,5.0,175.44719881011403,25.939490213572963
3.0,6.0,176.27793946449358,28.58724401402912
3.0,7.0,169.10462397713988,31.811815204729758
3.0,8.0,179.90819951683957,22.505650205210145
3.0,9.0,180.28185197701927,21.11658792802281
3.0,10.0,178.8301873746802,20.666360443951568
3.0,11.0,178.15717232060308,21.437907070252244
3.0,12.0,179.2562420651714,25.061847707374497
3.0,13.0,178.2292796281952,25.568540467509198
3.0,14.0,173.07466666666667,34.185147436141996
3.0,15.0,176.89506606691032,25.67076030448804
3.0,16.0,178.82056996218262,21.18927630829575
3.0,17.0,176.78035461471043,22.41483638424472
3.0,18.0,181.05161837640304,23.577316579247487
3.0,19.0,179.351367781155,24.12182323716862
4.0,0.0,170.84035975267003,36.12528595076501
4.0,1.0,183.03388892731172,15.37286170020236
4.0,2.0,180.65520708943498,17.042535646111567
4.0,3.0,177.17406123288475,19.54188620592125
4.0,4.0,180.2992011159016,18.076834403318855
4.0,5.0,178.61146854894122,21.00664154421424
4.0,6.0,178.46689665296535,25.96049647928295
4.0,7.0,169.74052232518954,31.24840225468008
4.0,8.0,180.74007092198582,21.686588266328762
4.0,9.0,182.356783919598,18.342774746266052
4.0,10.0,180.53428729434538,17.664397361814697
4.0,11.0,179.11451198630138,17.731852917712825
4.0,12.0,181.43626928271843,19.69981882381987
4.0,13.0,180.09430478625194,21.955185345595005
4.0,14.0,173.44020512820512,34.23499879541445
4.0,15.0,176.82526374624467,27.026573714815186
4.0,16.0,179.62452419793365,20.166173228051267
4.0,17.0,177.98430842069666,20.30098238176573
4.0,18.0,183.28315741165673,19.455567681843394
4.0,19.0,181.67474870958978,20.7277690136632
5.0,0.0,177.93988439306358,25.635503604831765
5.0,1.0,183.39832945364918,15.148397617543843
5.0,2.0,179.60985369513568,17.85623238057689
5.0,3.0,176.0410343217371,19.723988733202646
5.0,4.0,179.5529516088168,18.14118323846476
5.0,5.0,177.97501873594803,21.99195911621053
5.0,6.0,178.05269679300292,26.448631245645224
5.0,7.0,169.05674767321614,31.648651824813403
5.0,8.0,179.97316624185783,22.256045274501663
5.0,9.0,182.97022552292702,18.929463508347943
5.0,10.0,180.13030406559616,17.98951315468738
5.0,11.0,177.9755820556502,18.59187173223536
5.0,12.0,181.1860563979028,19.74759859499796
5.0,13.0,178.84441470629667,24.50191139340523
5.0,14.0,172.88931454371323,34.19551051805411
5.0,15.0,176.49727577535626,25.616774153523505
5.0,16.0,178.60863358259687,18.708403037779533
5.0,17.0,177.20778173509845,18.868563340641934
5.0,18.0,182.99928310740356,16.608007855526544
5.0,19.0,180.81522842639595,19.229742145568288
6.0,0.0,176.4164120193532,26.53416347816439
6.0,1.0,182.10235740414578,16.860847998497928
6.0,2.0,176.9102348470691,20.083594141847
6.0,3.0,172.74606219122347,22.289299603654523
6.0,4.0,176.8088687896489,19.788187138090745
6.0,5.0,176.46835521812184,22.498265618812795
6.0,6.0,176.71318168562263,26.048034873857155
6.0,7.0,165.54554276102988,31.81105514219373
6.0,8.0,176.55202946801728,24.037907529482688
6.0,9.0,180.65473041709055,20.613761847887492
6.0,10.0,176.82225698932046,20.290872647304546
6.0,11.0,174.8121554770318,19.64711059463645
6.0,12.0,178.90265298903432,20.99700662633988
6.0,13.0,176.68283582089552,24.41581346203801
6.0,14.0,170.10732340483673,34.85516888282396
6.0,15.0,172.58660039204705,27.994361099736857
6.0,16.0,175.44982745787942,21.553034442137896
6.0,17.0,173.54037603138104,21.2893796056212
6.0,18.0,180.4369611719712,19.622993361372814
6.0,19.0,178.465896031907,21.374547796074015
7.0,0.0,174.78364739699776,25.602274798291813
7.0,1.0,178.71734853110794,19.45407027836565
7.0,2.0,170.98204689789935,24.94744686618135
7.0,3.0,167.574021782977,26.002208756146477
7.0,4.0,172.8306391444914,23.59570544417896
7.0,5.0,172.9804663276696,25.80349477748731
7.0,6.0,172.52026832083092,28.783578580308028
7.0,7.0,161.5745611172747,30.994846622077596
7.0,8.0,173.00177809388336,25.355120681546577
7.0,9.0,177.14561593711886,23.41176465891546
7.0,10.0,171.57712152070604,24.30155215618457
7.0,11.0,170.09720858465423,23.134759345575127
7.0,12.0,174.46962105708843,25.634217272717464
7.0,13.0,173.2788576240264,26.19743594544944
7.0,14.0,166.2341020742358,34.02879331207036
7.0,15.0,169.41189196733896,27.109158679405148
7.0,16.0,170.98674731548186,23.438408779139316
7.0,17.0,168.57047379565907,24.00973496951785
7.0,18.0,175.79294209397543,24.34023461452199
7.0,19.0,173.84634390651084,24.508057940099146
8.0,0.0,169.79466223981612,26.762823684441468
8.0,1.0,174.85799851941584,20.029190584271376
8.0,2.0,166.666521006305,25.01960346985154
8.0,3.0,162.79574345700317,26.716218361805915
8.0,4.0,168.0438316763584,24.27128954967905
8.0,5.0,169.87153293709758,26.492979004459553
8.0,6.0,170.11520370504377,28.475095660051682
8.0,7.0,157.22089220303505,31.50341679805976
8.0,8.0,168.55165510831486,25.865833734313785
8.0,9.0,173.98181818181817,23.226339857080234
8.0,10.0,167.87023929895517,24.311786717919954
8.0,11.0,165.31226765799258,23.70881696734492
8.0,12.0,170.47142957796098,25.779644217714754
8.0,13.0,169.7932510172583,26.72389172886744
8.0,14.0,162.1069696549813,33.29189604345155
8.0,15.0,163.22693457554058,27.66730225045578
8.0,16.0,166.18970171413147,23.77602466062269
8.0,17.0,163.59559928932623,24.497386790979725
8.0,18.0,170.37462351810316,24.83445213559033
8.0,19.0,168.7501675827859,25.268712560539225
9.0,0.0,162.63696348494554,28.495862868933234
9.0,1.0,169.67136118598384,19.146442718351476
9.0,2.0,161.9851374625247,22.10892265858355
9.0,3.0,159.23178731061705,23.46253597984425
9.0,4.0,163.57660521296884,21.86720045782229
9.0,5.0,167.44807380625858,23.32158014754833
9.0,6.0,166.90705994013288,27.084144821839264
9.0,7.0,151.48265025533587,32.84578731822378
9.0,8.0,164.43996538544746,24.81724471100762
9.0,9.0,170.64825261419924,20.579744951896505
9.0,10.0,164.702699037027,21.339261323249605
9.0,11.0,161.38882181663234,22.173163664368275
9.0,12.0,167.52580275229357,22.204979564837604
9.0,13.0,166.0554803788904,24.12608988514576
9.0,14.0,156.37763404965574,33.73604029799374
9.0,15.0,156.74275260343373,26.988115802371393
9.0,16.0,161.42621498193716,22.309553254863484
9.0,17.0,159.72628726287263,21.493999119767018
9.0,18.0,166.25333333333333,21.3591971266951
9.0,19.0,164.9185114763004,22.586177659802463
10.0,0.0,155.2539353501328,28.048838774067857
10.0,1.0,162.41999058317077,19.658419551395152
10.0,2.0,155.75593481329398,21.348912241527252
10.0,3.0,153.7241218345198,22.24236013108348
10.0,4.0,157.6863198458574,21.202316232527405
10.0,5.0,162.9187453230232,22.5377667644359
10.0,6.0,162.0801289093972,26.24145770188594
10.0,7.0,147.20538057742783,32.21697800596426
10.0,8.0,159.68173598553346,26.127645544980624
10.0,9.0,165.82881884308972,21.621029819873424
10.0,10.0,160.06073177366702,22.028027648340323
10.0,11.0,156.9677533664068,22.43524792018965
10.0,12.0,163.01187410586553,22.28189477322676
10.0,13.0,161.63308834125954,24.154534554551763
10.0,14.0,151.25971010413735,32.6656599913206
10.0,15.0,149.87218309859156,27.58132790050553
10.0,16.0,156.1023102310231,22.504216330248752
10.0,17.0,153.86282846588136,21.845226379045457
10.0,18.0,160.46055813345532,22.093998981243228
10.0,19.0,160.21794784964442,23.204292495894098
11.0,0.0,147.3542160737813,27.196889087400532
11.0,1.0,155.0729604995249,19.09536938734172
11.0,2.0,149.8939492517892,20.082557545913645
11.0,3.0,148.48080760652658,21.66058815002518
11.0,4.0,151.68555591783502,20.516550375198637
11.0,5.0,157.49364824864332,22.02407267331554
11.0,6.0,157.29702897484924,25.481830244249473
11.0,7.0,140.23424479166667,35.35793462344642
11.0,8.0,154.21811315376942,27.775640438515964
11.0,9.0,161.4770200410736,20.940676157275583
11.0,10.0,155.0174994873197,20.281988277147644
11.0,11.0,153.68835689422463,22.132287795916216
11.0,12.0,158.70779407535233,22.12146586187754
11.0,13.0,156.6621670658248,24.630702074864516
11.0,14.0,147.0864610782708,31.442538377000137
11.0,15.0,144.09925452609158,25.419783051912237
11.0,16.0,151.79923264736658,20.310674222627124
11.0,17.0,149.58088756557493,19.440300787736966
11.0,18.0,155.27580528291944,20.7561432495389
11.0,19.0,155.892903579005,22.981894626126497
12.0,0.0,139.37155932877894,27.081707566200627
