frame,index,ratio,stdev
12.0,1.0,148.8210143435591,17.557996694317
12.0,2.0,145.49673074408264,18.414522374223342
12.0,3.0,145.07991463125444,20.097946484004478
12.0,4.0,147.45839926160338,19.267629451881767
12.0,5.0,152.6693283813061,20.593408891406916
12.0,6.0,153.72640391169062,23.30058725118848
12.0,7.0,139.59663809268685,31.395967481905224
12.0,8.0,152.398208998339,23.722128610848756
12.0,9.0,156.791116189388,21.538335118068265
12.0,10.0,150.7473885437291,20.585429449484398
12.0,11.0,150.19634120399914,21.201436503714625
12.0,12.0,154.39086586947127,21.731454131603364
12.0,13.0,152.6487394957983,22.53089867300574
12.0,14.0,142.92731560891937,30.301301753128154
12.0,15.0,139.16953736654804,25.717596011793717
12.0,16.0,147.5585439695839,21.18973152945333
12.0,17.0,145.40645483043602,20.032376499941776
12.0,18.0,150.94110292182154,21.245107339936656
12.0,19.0,152.05532617671346,22.483791632313327
13.0,0.0,134.75913776944705,24.434064794986035
13.0,1.0,143.66740240033107,17.295218521098278
13.0,2.0,142.29040951817524,18.473360131799943
13.0,3.0,143.02850566572238,20.78668133336303
13.0,4.0,144.23674142480212,19.385233845085477
13.0,5.0,148.00346341765106,20.638292826899967
13.0,6.0,149.42724089114074,22.875081834911406
13.0,7.0,137.65652086272928,30.576516223996368
13.0,8.0,149.16306072407326,24.45225468634429
13.0,9.0,153.69102894812266,22.019825671782087
13.0,10.0,147.07962736298109,20.500174569380782
13.0,11.0,147.3639460610362,20.310642332325923
13.0,12.0,151.1293500143802,21.24302707386953
13.0,13.0,149.08838681189286,21.79346959534333
13.0,14.0,139.58652538125583,29.98968723734911
13.0,15.0,136.03703703703704,24.884007785585954
13.0,16.0,144.43441926345608,20.67459895483349
13.0,17.0,142.33807549327994,19.540346799870697
13.0,18.0,147.55832389580974,20.37721954469277
13.0,19.0,149.50500548546353,22.186432110386264
14.0,0.0,125.42220217769474,29.885153007486515
14.0,1.0,140.94640504749358,16.95547957251334
14.0,2.0,140.85582680792263,18.33411318534638
14.0,3.0,142.4095814063797,20.745832770788944
14.0,4.0,143.18693753308628,19.440674952441242
14.0,5.0,144.37396294679058,19.90192892991933
14.0,6.0,146.91667284454,24.230248152163092
14.0,7.0,136.2365981459089,30.723413994785265
14.0,8.0,147.98672662653223,22.894145849813896
14.0,9.0,151.60549664574768,21.336410313035483
14.0,10.0,145.082884234941,19.939307418508857
14.0,11.0,146.01139357687103,20.164315004208724
14.0,12.0,148.7347424614053,20.31121243197182
14.0,13.0,147.33517658335177,21.74857552321759
14.0,14.0,138.8405776173285,29.606199949987438
14.0,15.0,135.72096368212874,23.936664810796238
14.0,16.0,143.81889707460124,19.031705422056508
14.0,17.0,141.921308640196,18.732634232470794
14.0,18.0,145.81760879769328,18.414179373704346
14.0,19.0,147.87164117403887,21.040813943852466
15.0,0.0,130.92464317121016,23.18809215313495
15.0,1.0,139.7840727626189,17.673990927556392
15.0,2.0,140.58679220262565,18.826543165341768
15.0,3.0,141.99899043886217,20.616507498271886
15.0,4.0,143.8776549990075,20.625375781370643
15.0,5.0,142.39463171036203,18.205600547121364
15.0,6.0,146.03384246780473,23.26347310984361
15.0,7.0,134.0458957934359,33.887965154172434
15.0,8.0,147.3021771505567,26.768329545285855
15.0,9.0,151.21138800347725,22.276998131274024
15.0,10.0,144.49238613188308,20.18257024992226
15.0,11.0,144.93667451988293,20.553424684110034
15.0,12.0,147.51164797239,19.74409752056736
15.0,13.0,146.47429409607628,21.793099401509345
15.0,14.0,139.01681096681097,29.56578875283972
15.0,15.0,135.4482141578985,24.284096922059245
15.0,16.0,143.52965765765765,19.974554165663875
15.0,17.0,143.6816382350824,21.16028788750011
15.0,18.0,145.4951098606645,18.44681392360756
15.0,19.0,146.9009887298624,21.18988312329167
16.0,0.0,130.95398710553104,23.801835442420533
16.0,1.0,140.5482135466961,19.102281129388032
16.0,2.0,142.7526353696065,20.873969728332955
16.0,3.0,143.08594164456233,22.06779829543826
16.0,4.0,144.72537490916298,21.561763628150956
16.0,5.0,141.3007149240393,18.40265956249588
16.0,6.0,144.25821385902032,24.561146808170804
16.0,7.0,135.05461722642852,33.8218865419688
16.0,8.0,148.99023181221753,26.936037766586413
16.0,9.0,150.49897461282794,22.009671928009556
16.0,10.0,144.55987143540997,20.08543152214853
16.0,11.0,144.6237716089233,20.02191913090728
16.0,12.0,147.97091462972367,20.73022715483928
16.0,13.0,146.14481437831466,21.78100086641563
16.0,14.0,138.9001653130166,30.288324739280295
16.0,15.0,135.07382888393178,24.79417212865357
16.0,16.0,144.25790633217255,20.59054766072426
16.0,17.0,146.7334959816303,23.45771136430201
16.0,18.0,145.84187112429225,19.488600323676575
16.0,19.0,147.36468747874582,22.079688711355473
17.0,0.0,132.58697863682605,24.455209817319233
17.0,1.0,142.0915821222923,20.52967323883739
17.0,2.0,144.91167625523013,22.874589409484656
17.0,3.0,144.13233303912915,22.840678193671707
17.0,4.0,146.64061267420456,23.858598577949454
17.0,5.0,140.35466342773125,18.89250373539714
17.0,6.0,145.20888059701494,25.575816969792122
17.0,7.0,135.19972826086956,33.95643906635305
17.0,8.0,149.54362906170135,27.129104180883328
17.0,9.0,152.39182187368715,22.895721678823538
17.0,10.0,145.40377255330782,20.46504927053368
17.0,11.0,144.3647655078878,19.79243431240223
17.0,12.0,149.0059120403749,21.346976463305666
17.0,13.0,147.1894829612221,22.46228254954269
17.0,14.0,139.73128860795862,30.092492278953202
17.0,15.0,135.50677176639198,24.2137266489018
17.0,16.0,145.6517487508922,21.053153020788802
17.0,17.0,149.75470756062768,25.036893518166615
17.0,18.0,147.46624246483591,20.37785969757695
17.0,19.0,148.2843150591756,22.5218670672433
18.0,0.0,135.70249713939558,26.906423885731115
18.0,1.0,144.6265364654466,21.634542675108623
18.0,2.0,147.22750358119546,22.96939807615087
18.0,3.0,145.4038337155289,22.385634382022484
18.0,4.0,148.42889938344484,24.003118685018574
18.0,5.0,141.04642215952808,18.888990088080632
18.0,6.0,146.26881239755625,24.358572372898145
18.0,7.0,139.54487390531375,31.03298305508619
18.0,8.0,152.7370826269625,26.045776720621934
18.0,9.0,152.54215440356745,24.553613012537824
18.0,10.0,147.17538877620012,22.143118964567993
18.0,11.0,145.10929389177275,21.732539639738334
18.0,12.0,151.3753678317663,23.493062399905437
18.0,13.0,148.4357899382171,22.932318110730858
18.0,14.0,140.88082386363635,31.59517775350846
18.0,15.0,135.31446720433945,25.489610677294127
18.0,16.0,146.55417167928667,23.068216537534873
18.0,17.0,151.3606154278488,25.91065587802215
18.0,18.0,150.65337093741607,21.970771338982395
18.0,19.0,150.61645595294436,23.798365283304587
19.0,0.0,140.3649143847025,29.201255616780863
19.0,1.0,147.41314204507003,23.543242713052166
19.0,2.0,149.82825123794632,25.18748990130267
19.0,3.0,147.7227485380117,23.382587802221096
19.0,4.0,150.74518005359127,24.580721024623756
19.0,5.0,142.7046511627907,20.711309419952144
19.0,6.0,147.65880526393613,25.14752331541584
19.0,7.0,141.1046819203809,31.80533145790089
19.0,8.0,154.61458561919392,25.31197812653511
19.0,9.0,154.85480829666875,25.131168080339087
19.0,10.0,148.78023747232842,22.5753184447491
19.0,11.0,146.46984442707964,22.283835606300865
19.0,12.0,153.25932529776765,24.43295598909624
19.0,13.0,149.67129833847963,23.17401769077419
19.0,14.0,142.6951219512195,32.01654196988653
19.0,15.0,137.82995086519975,26.541885550494005
19.0,16.0,148.35829599601735,23.54530230348931
19.0,17.0,153.98992372822056,25.890638040227376
19.0,18.0,156.97683397683397,23.56164201519914
19.0,19.0,155.10457779567727,24.841364149094407
20.0,0.0,138.20414144632048,36.576841074839706
20.0,1.0,151.34676327193932,23.33857622886049
20.0,2.0,152.18741902047162,25.182537535625876
20.0,3.0,150.56266759939373,23.522157490095243
20.0,4.0,153.32143552469336,24.564947046389662
20.0,5.0,145.37767997485068,22.075088735589
20.0,6.0,149.2104456926107,26.685432824948467
20.0,7.0,143.32308101990546,32.54218617559637
20.0,8.0,159.07678204752128,24.103857324075726
20.0,9.0,156.05441186663893,24.3710434071592
20.0,10.0,152.01567524115757,22.30031122564328
20.0,11.0,149.66619428895345,23.629465123033505
20.0,12.0,155.9079628447848,24.716543133829514
20.0,13.0,150.7305563646956,23.410225822629723
20.0,14.0,145.15188626126127,33.150547081154684
20.0,15.0,140.81679983030475,27.462493083542068
20.0,16.0,150.80875674141356,22.418872568618447
20.0,17.0,157.4341497550735,24.272001533182877
20.0,18.0,162.14807934717706,22.727971834323327
20.0,19.0,157.7049147839873,24.262196353747335
21.0,0.0,147.28663552016846,31.505842471971263
21.0,1.0,155.59212808539027,25.27855787816756
21.0,2.0,154.91956898210506,26.627355179206585
21.0,3.0,153.39175856065003,24.377784085496202
21.0,4.0,155.0679850071087,24.71209754895374
21.0,5.0,148.32973074280002,23.708175196202895
21.0,6.0,151.35540018935257,26.066931835840382
21.0,7.0,146.34091059712372,32.89992331799882
21.0,8.0,162.21721518987343,25.560854879885756
21.0,9.0,158.09009443716826,25.238870189740727
21.0,10.0,154.73461385085736,24.140968140403615
21.0,11.0,152.09985170538803,25.316580117504564
21.0,12.0,157.79659586439723,24.911834627706764
21.0,13.0,153.00255829252248,23.298140921568546
21.0,14.0,148.47436702238963,33.35087928027643
21.0,15.0,144.10656484271001,29.389813736497242
21.0,16.0,152.36399465127735,24.2118285401995
21.0,17.0,160.36552058782755,24.934542908437347
21.0,18.0,166.98050758765044,23.148515157718887
21.0,19.0,161.2875598399895,25.254559520652514
22.0,0.0,149.0752857705952,32.35524317285112
22.0,1.0,158.372342539241,25.039880357833557
22.0,2.0,156.86925749581778,26.594180557663705
22.0,3.0,155.07690968191315,24.00391904417747
22.0,4.0,156.40777262180976,23.926849699538934
22.0,5.0,151.3517625231911,23.796695039245485
22.0,6.0,153.38999637549836,25.69414127657408
22.0,7.0,149.13503117124287,34.128393644025145
22.0,8.0,164.16442239546421,24.80060888927335
22.0,9.0,159.75175740868366,24.96310693404491
22.0,10.0,157.58914677568245,24.66215473435605
22.0,11.0,154.2235063388667,25.514686259293523
22.0,12.0,158.50805046351152,24.53485566882083
22.0,13.0,156.07051004190146,23.652393453853147
22.0,14.0,151.26743539872186,33.767396053593956
22.0,15.0,146.99426121828114,30.733190073823202
22.0,16.0,154.94251497005988,24.449122064459246
22.0,17.0,165.52185603971319,23.385854078099793
22.0,18.0,171.16211316845786,22.239508928677296
22.0,19.0,165.12948793407887,24.97968517875577
23.0,0.0,152.1719139446412,31.372028086153964
23.0,1.0,159.99571550985434,24.897976150026466
23.0,2.0,159.15092514989362,27.14784447472316
23.0,3.0,156.38455754771545,24.28473623350474
23.0,4.0,156.73907743632515,23.97643759521161
23.0,5.0,155.08809185752207,24.478552583258438
23.0,6.0,155.34305108967487,26.556194016411016
23.0,7.0,154.2106652587117,33.47477493263844
23.0,8.0,165.30051703378427,25.45441661720621
23.0,9.0,160.59935501578153,24.465646025725515
23.0,10.0,158.94826224328594,24.90289373252641
23.0,11.0,155.90788921527485,25.55995873285002
23.0,12.0,158.73394687303912,24.694709532334887
23.0,13.0,158.39705882352942,24.458756153883847
23.0,14.0,153.69070379606538,33.6873408703647
23.0,15.0,149.40580907151215,32.164447444036064
23.0,16.0,158.28731343283582,24.77020617969864
23.0,17.0,169.96009325287986,22.746595855869426
23.0,18.0,173.9910466988728,20.862975635478662
23.0,19.0,167.45547967479675,24.8992418676336
24.0,0.0,154.05533001571504,31.527884178264088
24.0,1.0,161.14920094314908,24.63927882055776
24.0,2.0,160.32858615801004,26.681895414859977
24.0,3.0,158.1564236111111,24.98968790443954
24.0,4.0,158.56664544875875,24.09943030857069
24.0,5.0,157.94325031967364,25.259338195324005
24.0,6.0,159.48494104276176,27.397214318784254
24.0,7.0,158.19814424848644,34.07727811360136
24.0,8.0,166.077721304532,25.35749954832835
24.0,9.0,161.30192704748796,24.500690954823575
24.0,10.0,159.12655913276302,24.55029705275439
24.0,11.0,157.73357511507882,25.6705038970094
24.0,12.0,159.0225616105519,24.909005754610252
24.0,13.0,159.7830020659685,25.337813142224885
24.0,14.0,155.65201212789415,33.79675562164094
24.0,15.0,151.26922024623804,31.60667597871446
24.0,16.0,162.1448116186066,24.14193499380595
24.0,17.0,172.55928168151826,20.987049991119385
24.0,18.0,176.18561691827506,20.64494096954895
24.0,19.0,171.33989475735723,23.079743736656866
25.0,0.0,155.32949263502454,31.576722520609454
25.0,1.0,161.5234084231146,24.643389796550398
25.0,2.0,160.88243225889303,26.091091791128417
25.0,3.0,158.8339973439575,25.176134245979142
25.0,4.0,160.10498604415122,23.674754261638224
25.0,5.0,159.20014609203798,25.130012458283467
25.0,6.0,161.52600665204162,27.13342693100903
25.0,7.0,160.75070468698786,33.75135422697893
25.0,8.0,168.17023675310034,24.71774814911119
25.0,9.0,163.13070823079028,23.784475267101897
25.0,10.0,160.3365547864699,24.408592301207918
25.0,11.0,159.93067052980132,25.675785328877225
25.0,12.0,161.3627996428326,25.186900365393306
25.0,13.0,162.1742515393871,25.091516256145525
25.0,14.0,157.23792938605476,34.05362825532061
25.0,15.0,153.4682609579297,31.20028394629281
25.0,16.0,166.59545073960368,23.763015035436847
25.0,17.0,174.81626060034998,20.74740299125678
25.0,18.0,176.59121214045337,20.518394733278843
25.0,19.0,174.38201743142784,22.03408459659604
26.0,0.0,156.39154929577464,31.797383752216152
26.0,1.0,161.47543973941367,24.307112457300292
26.0,2.0,162.6500513215294,25.239491864416774
26.0,3.0,160.20477401456478,24.957612297842847
26.0,4.0,161.1028438110852,23.53170033641585
26.0,5.0,161.99945378406264,23.813094761741983
26.0,6.0,163.42509245691159,27.175722171952117
26.0,7.0,163.70748656090205,32.67689983279062
26.0,8.0,169.543776854265,23.880726081158983
26.0,9.0,164.9734279918864,23.292618622621724
26.0,10.0,161.16835607537362,23.67165583055291
26.0,11.0,160.54756013745705,25.30018348599615
26.0,12.0,163.5594837646736,24.874692768183394
26.0,13.0,164.98339574648483,24.316902412767483
26.0,14.0,159.5134661998384,33.50147854280873
26.0,15.0,158.08564690026955,30.56929971546042
26.0,16.0,171.61382367199946,22.65868037116959
26.0,17.0,175.27562336178508,20.65719528291131
26.0,18.0,177.3638959390863,20.08276033035884
26.0,19.0,176.22918918918919,21.452093263453886
27.0,0.0,156.0206456703268,33.00417839887995
27.0,1.0,161.22891410048624,24.132117047889512
27.0,2.0,162.99219153329892,24.131033803162328
27.0,3.0,161.74627125529568,24.156398375844333
27.0,4.0,160.71984631857404,22.756574411219297
27.0,5.0,165.69496550889508,22.443112320728364
27.0,6.0,165.53878202902575,25.2103994001799
27.0,7.0,163.7981933625712,33.758859426592466
27.0,8.0,170.51631504922645,22.21974897175236
27.0,9.0,168.19422554347827,21.63362436275283
27.0,10.0,163.01053172360648,23.010669233793163
27.0,11.0,161.98427457951593,24.780541453517042
27.0,12.0,166.86863417982156,23.606181161004976
27.0,13.0,168.22981366459626,24.02687319872894
27.0,14.0,161.56077958609603,33.38074947087219
27.0,15.0,160.75008427155666,29.44838901558921
27.0,16.0,176.0390818858561,20.128644098543766
27.0,17.0,175.44275787627336,20.377644856740503
27.0,18.0,177.9585049097244,18.96212957397199
27.0,19.0,176.99592434566642,19.78195111613204
28.0,0.0,157.33165203720685,31.561381167430515
28.0,1.0,161.17831449126413,24.184086790507845
28.0,2.0,164.16251278118608,23.695246499490583
28.0,3.0,161.91033172080165,24.16649634120404
28.0,4.0,161.36590994137458,23.008757174640813
28.0,5.0,168.32578941049346,21.963376316034324
28.0,6.0,166.68082482701925,25.483045827371846
28.0,7.0,164.41453269205772,32.65698430819482
28.0,8.0,171.91062194269742,23.193637958534065
28.0,9.0,170.04972412865024,20.78359356957437
28.0,10.0,164.403264,22.766569222135757
28.0,11.0,163.18088205406139,24.03823062817491
28.0,12.0,168.97673787724653,23.43726939187734
28.0,13.0,169.92702418506835,22.818875713565966
28.0,14.0,162.72357561235356,32.957021551357116
28.0,15.0,163.3268834363987,30.387773622935978
28.0,16.0,178.3116345370622,19.552390487807155
28.0,17.0,175.86536017657681,20.360029435419744
28.0,18.0,178.97826086956522,19.735916973305397
28.0,19.0,177.53266490099634,20.438140628638205
29.0,0.0,156.66883757647523,31.544162749436257
29.0,1.0,161.14648286524093,23.56912798544103
29.0,2.0,165.4534995206136,23.162931756063138
29.0,3.0,162.6734564339296,23.36390295597862
29.0,4.0,163.3367575644378,22.94176235847929
29.0,5.0,170.58177570093457,21.21398482555272
29.0,6.0,167.8619021665077,24.92411028947676
29.0,7.0,164.61471354166667,33.01297081216751
29.0,8.0,173.79420997558424,23.01383839228956
29.0,9.0,172.22615785604492,19.747718281320264
29.0,10.0,165.87151692915896,22.58600868839767
29.0,11.0,164.39626471782378,24.94793532906365
29.0,12.0,171.24956134431096,23.646775767409398
29.0,13.0,173.06751850300236,21.691203023793843
29.0,14.0,164.97100105932202,32.74311903962112
29.0,15.0,167.59238158330572,28.132701351247018
29.0,16.0,179.61931240252255,18.59409062395741
29.0,17.0,175.94380664652567,19.544998847201423
29.0,18.0,179.0947732997481,19.283654813304544
29.0,19.0,177.3579138948161,19.9477631765086
30.0,0.0,155.95622226637525,31.768276573410013
30.0,1.0,160.59888095697474,23.569287241711265
30.0,2.0,165.51721054984355,22.149553666318813
