FRAME,POS_X,POS_Y,VEL_X,VEL_Y,DIFF_T,TRACK_ID
0.0,41.78018991561469,677.6557884375172,-8.630856628118195,-2.281540763986982,10.0,0.0
10.0,38.90323770624196,678.4163020255129,1.8081464285096729,1.8149246249093949,10.0,0.0
20.0,39.50595318241185,677.8113271505431,3.8220762582243353,6.190200157364302,10.0,0.0
30.0,40.77997860181996,675.7479270980883,8.098852873056856,9.26542952943646,10.0,0.0
40.0,43.47959622617225,672.6594505882762,5.515348664810894,11.378519628617028,10.0,0.0
50.0,45.31804578110921,668.8666107120705,6.485359204670729,4.320319254693118,10.0,0.0
60.0,47.47983218266612,667.4265042938395,9.58281838027176,7.124639605368316,10.0,0.0
0.0,223.91530889327967,980.4645024624745,4.748815823334695,-18.520512339841503,10.0,1.0
10.0,225.4982475010579,986.638006575755,8.526533178767352,-12.340761068239885,10.0,1.0
20.0,228.3404252273137,990.7515935985016,2.392721545927799,-9.365754625504792,10.0,1.0
30.0,229.1379990759563,993.8735118070032,0.9743753741236958,11.165326095986984,10.0,1.0
40.0,229.46279086733085,990.1517364416742,-6.57528582023096,-1.4850044461235257,10.0,1.0
50.0,227.27102892725387,990.6467379237154,-5.927320106528299,-18.22963618506185,10.0,1.0
60.0,225.2952555584111,996.723283318736,2.229731580873562,-32.78698326133451,10.0,1.0
0.0,63.57164134129642,676.8318631362655,-11.856970058263386,2.4135170644766504,10.0,2.0
10.0,59.61931798854196,676.0273574481066,-4.864085272791449,6.7266173148265125,10.0,2.0
20.0,57.99795623094481,673.7851516764978,-7.5434757793408735,17.261236562308113,10.0,2.0
30.0,55.48346430449785,668.0314061557284,-5.8786283642727,23.157589681876857,10.0,2.0
40.0,53.52392151640695,660.3122095951028,-1.6603742873686755,6.806410763576309,10.0,2.0
50.0,52.97046342061739,658.043406007244,-0.7426122873073311,4.296987068008775,10.0,2.0
60.0,52.72292599151495,656.6110769845744,-0.671251560928738,10.70298538351824,10.0,2.0
0.0,639.3597745886206,981.2313083467556,-2.203943014900233,-1.129097922184883,10.0,3.0
10.0,638.6251269169871,981.6076743208172,13.583304238651408,2.6759537201843386,10.0,3.0
20.0,643.1528949965376,980.7156897474224,18.99884976352223,-0.27706382476071667,10.0,3.0
30.0,649.4858449177117,980.808044355676,5.4604327876159005,4.846705078166451,10.0,3.0
40.0,651.3059891802503,979.1924759962872,4.597960715007048,6.61545157090427,10.0,3.0
50.0,652.8386427519193,976.9873254726524,2.8914683982435463,-2.042790088130346,10.0,3.0
60.0,653.8024655513339,977.6682555020292,11.244360125658204,-15.294315461951896,10.0,3.0
0.0,756.9234059941929,982.702350020903,-0.18233478530248703,6.154027351683112,10.0,4.0
10.0,756.8626277324254,980.651007570342,-11.253714007044437,1.2986336951545354,10.0,4.0
20.0,753.1113897300772,980.2181296719572,-10.28180875071007,5.07892989318816,10.0,4.0
30.0,749.6841201465072,978.5251530408945,-6.242567970311825,2.0652449656226963,10.0,4.0
40.0,747.6032641564033,977.8367380523536,3.5222949256735774,-3.153313384274611,10.0,4.0
50.0,748.7773624649611,978.8878425137784,-1.6727891888011754,1.1169055587444063,10.0,4.0
60.0,748.2197660686941,978.5155406608636,0.440667997093783,-3.157529604334286,10.0,4.0
0.0,227.5938732283016,677.4724482189843,1.8261220481929854,-2.936558559409036,10.0,5.0
10.0,228.20258057769925,678.4513010721206,0.3015349349291796,-2.662856894338688,10.0,5.0
20.0,228.30309222267564,679.3389200369002,-7.932391618183317,7.868335967810822,10.0,5.0
30.0,225.6589616832812,676.7161413809632,-0.882942535280705,9.100235892200658,10.0,5.0
40.0,225.3646475048543,673.6827294168963,5.39381693349776,13.462269837543431,10.0,5.0
50.0,227.1625864826869,669.1953061377152,6.38753679749513,-3.553892815101449,10.0,5.0
60.0,229.29176541518527,670.3799370760823,10.331382065462805,-11.484736344520002,10.0,5.0
0.0,311.64147214092554,676.7028938640932,1.4679414413380414,-0.02084130712592014,10.0,7.0
10.0,312.1307859547049,676.7098409664685,4.278290583920068,2.458177339420331,10.0,7.0
20.0,313.5568828160116,675.8904485199951,-1.483830064938502,8.489208300754058,10.0,7.0
30.0,313.0622727943654,673.0607124197437,-3.3931001945980483,10.617879678473173,10.0,7.0
40.0,311.93123939616606,669.521419193586,-3.1448504296062083,3.727380743249796,10.0,7.0
50.0,310.88295591963066,668.278958945836,-2.874537412536654,-4.565423914495682,10.0,7.0
60.0,309.92477678211844,669.8007669173346,-4.805527517166354,-5.534634701215282,10.0,7.0
0.0,356.21716841335444,349.98348619681974,-1.091196864875485,-5.190306361811281,10.0,8.0
10.0,355.8534361250626,351.7135883174235,-2.313938940281389,-3.3278405132551825,10.0,8.0
20.0,355.0821231449688,352.82286848850856,-2.546222575764432,-0.8106719551709602,10.0,8.0
30.0,354.2333822863807,353.09309247356555,-6.08660002844988,-2.9209372791458463,10.0,8.0
40.0,352.2045156102307,354.06673823328083,-2.454915169628862,-0.8667542949410176,10.0,8.0
50.0,351.38621055368776,354.3556563315945,4.403293098893869,-4.032908799135555,10.0,8.0
60.0,352.8539749199857,355.6999592646397,25.399637163436694,-15.7553221660433,10.0,8.0
0.0,559.5636662599732,350.60899135586624,-13.684689683076613,0.8400128324059892,10.0,9.0
10.0,555.002103032281,350.3289870783976,-3.3737188325203533,-8.179812168284911,10.0,9.0
20.0,553.8775300881075,353.05559113449254,1.156234657158393,-5.203161748878074,10.0,9.0
30.0,554.2629416404936,354.78997838411857,9.438151172610901,-3.8428699944309983,10.0,9.0
40.0,557.4089920313639,356.0709350489289,5.56892768801049,3.6897074732410147,10.0,9.0
0.0,751.4967890089354,677.5805389596248,3.6345336879633123,1.2195808064961966,10.0,11.0
10.0,752.7083002382565,677.1740120241261,-20.133552162316505,-0.0355778889938847,10.0,11.0
20.0,745.997116184151,677.1858713204574,-7.54171911228741,-11.819400303515863,10.0,11.0
30.0,743.4832098133885,681.1256714216294,6.513292322712573,-10.492890045860918,10.0,11.0
40.0,745.6543072542927,684.6233014369163,5.544879216445565,1.7694747737200487,10.0,11.0
50.0,747.5026003264412,684.033476512343,18.120029422644734,3.5410581667648557,10.0,11.0
60.0,753.5426101339895,682.853123790088,7.241408683348595,15.068190074418112,10.0,11.0
0.0,1155.220737965336,677.5949937569186,5.135946714276315,1.4834887865575865,10.0,12.0
10.0,1156.932720203428,677.1004974947327,3.1864860039213454,1.352238402019566,10.0,12.0
20.0,1157.9948822047352,676.6497513607262,7.9355969998030105,8.439011536778708,10.0,12.0
30.0,1160.6400812046695,673.8367475151333,8.451749172777,12.710334363832658,10.0,12.0
40.0,1163.4573309289285,669.5999693938558,13.219772182506404,7.437644700188571,10.0,12.0
50.0,1167.8639216564306,667.1207544937929,12.185604034801145,-6.790747919824639,10.0,12.0
60.0,1171.925789668031,669.3843371337344,22.583070726128426,-6.505855609403625,10.0,12.0
0.0,132.95028660591876,984.945631709345,5.6042727181307725,15.289075353888506,10.0,14.0
10.0,134.81837751196235,979.8492732580488,-4.048234789404347,1.2621965405953688,10.0,14.0
20.0,133.46896591549424,979.4285410778504,1.2928003109582846,4.715892056520488,10.0,14.0
