frame,index,manv,stdev
1.0,0.0,0.6856277508764078,
1.0,1.0,0.5019311778038198,
1.0,2.0,0.5284994879921049,
1.0,3.0,0.5621235135101831,
1.0,4.0,0.6020169721650223,
1.0,5.0,0.659089655799811,
1.0,6.0,0.4627957646419331,
1.0,7.0,0.4615825860411136,
1.0,8.0,0.5779769764389456,
1.0,9.0,0.4921437479674132,
1.0,10.0,0.5469108485416286,
1.0,11.0,0.5485904505664478,
1.0,12.0,0.6031644459736367,
1.0,13.0,0.6456234309287896,
1.0,14.0,0.5063701036372914,
1.0,15.0,0.4739405245248401,
1.0,16.0,0.3565188877487403,
1.0,17.0,0.3272563841595626,
1.0,18.0,0.5980819973525185,
1.0,19.0,0.5318700897649499,
5.0,0.0,0.41901526691982605,
5.0,1.0,0.2845451172254197,
5.0,2.0,0.414512450248377,
5.0,3.0,0.41515146124163255,
5.0,4.0,0.4429414875667755,
5.0,5.0,0.5120538154307999,
5.0,6.0,0.3415283921235096,
5.0,7.0,0.33165926987875044,
5.0,8.0,0.32100640294817717,
5.0,9.0,0.3290815404510039,
5.0,10.0,0.3224636311800048,
5.0,11.0,0.3336480978443157,
5.0,12.0,0.40276821316711425,
5.0,13.0,0.44146562527499456,
5.0,14.0,0.30342329902821014,
5.0,15.0,0.27518104058701304,
5.0,16.0,0.3016084207708333,
5.0,17.0,0.16113697102846508,
5.0,18.0,0.3140386842435682,
5.0,19.0,0.31045651281995434,
9.0,0.0,0.3466664810945745,
9.0,1.0,0.18688352376326586,
9.0,2.0,0.32879331869839823,
9.0,3.0,0.30611447535894293,
9.0,4.0,0.37375904609277777,
9.0,5.0,0.4388468960995822,
9.0,6.0,0.24509810347309544,
9.0,7.0,0.20020143585258307,
9.0,8.0,0.19080042370765296,
9.0,9.0,0.26748472132560225,
9.0,10.0,0.1820214354853512,
9.0,11.0,0.1989852032522973,
9.0,12.0,0.23843434513205794,
9.0,13.0,0.31041267228642977,
9.0,14.0,0.181763127170139,
9.0,15.0,0.15928023927489554,
9.0,16.0,0.1837225579238906,
9.0,17.0,0.14605230346409123,
9.0,18.0,0.24452391994451728,
9.0,19.0,0.2590298086360003,
13.0,0.0,0.3145675578972564,
13.0,1.0,0.12704061730414223,
13.0,2.0,0.3297584827442995,
13.0,3.0,0.22253537792765302,
13.0,4.0,0.31760262228927144,
13.0,5.0,0.39568072678967225,
13.0,6.0,0.21795788047220568,
13.0,7.0,0.12323342351939898,
13.0,8.0,0.16172912185361724,
13.0,9.0,0.28942901355611267,
13.0,10.0,0.16512416842128974,
13.0,11.0,0.14051428954228265,
13.0,12.0,0.1521950689666318,
13.0,13.0,0.2494253574280289,
13.0,14.0,0.08252026264478456,
13.0,15.0,0.07252952752081604,
13.0,16.0,0.09818624845083343,
13.0,17.0,0.17943730899937832,
13.0,18.0,0.2379884013609848,
13.0,19.0,0.23028508623135208,
17.0,0.0,0.2698467781120008,
17.0,1.0,0.1172960142496219,
17.0,2.0,0.31335470747266947,
17.0,3.0,0.21307997831627556,
17.0,4.0,0.29260610639838114,
17.0,5.0,0.38671613798598964,
17.0,6.0,0.1982137125818517,
17.0,7.0,0.0955107156683579,
17.0,8.0,0.11912461284061308,
17.0,9.0,0.25662459507973856,
17.0,10.0,0.12011015655737269,
17.0,11.0,0.1228658826087236,
17.0,12.0,0.15761200069061423,
17.0,13.0,0.24425296371593097,
17.0,14.0,0.1219124774054306,
17.0,15.0,0.11342645292053924,
17.0,16.0,0.13573525014899365,
17.0,17.0,0.14008020713508615,
17.0,18.0,0.2178745216868662,
17.0,19.0,0.16859377849162618,
21.0,0.0,0.24414468546935297,
21.0,1.0,0.08149307308149478,
21.0,2.0,0.28225515762167586,
21.0,3.0,0.1884251517954964,
21.0,4.0,0.2578819603967623,
21.0,5.0,0.3612045923352833,
21.0,6.0,0.17074192761910062,
21.0,7.0,0.04627637627839755,
21.0,8.0,0.14344974679953512,
21.0,9.0,0.21791580807391367,
21.0,10.0,0.08379125811705866,
21.0,11.0,0.09267700142406013,
21.0,12.0,0.13509727248284584,
21.0,13.0,0.2138598036839762,
21.0,14.0,0.10183244085850686,
21.0,15.0,0.08744403617827157,
21.0,16.0,0.10812805842151157,
21.0,17.0,0.16490888030612394,
21.0,18.0,0.21432681845349097,
21.0,19.0,0.15131314829408055,
25.0,0.0,0.22192927044383343,
25.0,1.0,0.05128124048112298,
25.0,2.0,0.27837703259877156,
25.0,3.0,0.20259630665759287,
25.0,4.0,0.23019567224773893,
25.0,5.0,0.3681216434654849,
25.0,6.0,0.13966819052423354,
25.0,7.0,0.016262492957912593,
25.0,8.0,0.15616734691947357,
25.0,9.0,0.20231796433657906,
25.0,10.0,0.06680959306923286,
25.0,11.0,0.07188137357103848,
25.0,12.0,0.1251719542385491,
25.0,13.0,0.20030789779191496,
25.0,14.0,0.07226052368453303,
25.0,15.0,0.0778731650336328,
25.0,16.0,0.11475686946396638,
25.0,17.0,0.15686703043728417,
25.0,18.0,0.22173666173952153,
25.0,19.0,0.11158411763470363,
29.0,0.0,0.19574728823687454,
29.0,1.0,0.027242566263861193,
29.0,2.0,0.2663453888698489,
29.0,3.0,0.1947798664173439,
29.0,4.0,0.22362370662637948,
29.0,5.0,0.3421430500360656,
29.0,6.0,0.1335950758971894,
29.0,7.0,0.005057725182585634,
29.0,8.0,0.17758380756376158,
29.0,9.0,0.17659680753342133,
29.0,10.0,0.036718179776215984,
29.0,11.0,0.06866759465539803,
29.0,12.0,0.11151365903061025,
29.0,13.0,0.1926254297576986,
29.0,14.0,0.053016555004700226,
29.0,15.0,0.07918441582693776,
29.0,16.0,0.13317465364336478,
29.0,17.0,0.15574786134422866,
29.0,18.0,0.2227227675760563,
29.0,19.0,0.09841838334674761,
33.0,0.0,0.19231610342894645,
