frame,index,packing,stdev
4.0,18.0,0.4615407891551682,
4.0,19.0,0.4455337690631808,
5.0,0.0,0.4711328976034858,
5.0,1.0,0.44196320503510045,
5.0,2.0,0.4839627208908255,
5.0,3.0,0.51839748244977,
5.0,4.0,0.4777293633502784,
5.0,5.0,0.48450738320019365,
5.0,6.0,0.4151537158073106,
5.0,7.0,0.4681675139191479,
5.0,8.0,0.4273783587509078,
5.0,9.0,0.4441115952553861,
5.0,10.0,0.44284071653352697,
5.0,11.0,0.4262890341321714,
5.0,12.0,0.42707576857903656,
5.0,13.0,0.42961752602275477,
5.0,14.0,0.4423263132413459,
5.0,15.0,0.43318809005083514,
5.0,16.0,0.4451101428225611,
5.0,17.0,0.45028443476155894,
5.0,18.0,0.4642943597191963,
5.0,19.0,0.44707697893972403,
6.0,0.0,0.47530864197530864,
6.0,1.0,0.44668361171629145,
6.0,2.0,0.48574800290486564,
6.0,3.0,0.5206063907044299,
6.0,4.0,0.48175381263616557,
6.0,5.0,0.4862321471798596,
6.0,6.0,0.4150326797385621,
6.0,7.0,0.4677438876785282,
6.0,8.0,0.4271665456305979,
6.0,9.0,0.4461692084241104,
6.0,10.0,0.444837811667877,
6.0,11.0,0.42816509319777296,
6.0,12.0,0.4277112079399661,
6.0,13.0,0.42979908012587753,
6.0,14.0,0.4429314935850884,
6.0,15.0,0.43221980150084727,
6.0,16.0,0.4471980150084725,
6.0,17.0,0.4474098281287824,
6.0,18.0,0.46680585814572745,
6.0,19.0,0.4476216412490922,
7.0,0.0,0.4737049140643912,
7.0,1.0,0.44598765432098764,
7.0,2.0,0.495521665456306,
7.0,3.0,0.525084725248124,
7.0,4.0,0.48668603243766645,
7.0,5.0,0.48795691115952555,
7.0,6.0,0.4195110142822561,
7.0,7.0,0.4636589203582668,
7.0,8.0,0.425441781650932,
7.0,9.0,0.446562575647543,
7.0,10.0,0.4457153231663036,
7.0,11.0,0.4314330670539821,
7.0,12.0,0.4288005325587025,
7.0,13.0,0.4312212539336722,
7.0,14.0,0.44347615589445655,
7.0,15.0,0.4335814572742677,
7.0,16.0,0.4452311788913096,
7.0,17.0,0.4572742677317841,
7.0,18.0,0.4655954974582426,
7.0,19.0,0.4531287823771484,
8.0,0.0,0.473916727184701,
8.0,1.0,0.44961873638344224,
8.0,2.0,0.48471919632050353,
8.0,3.0,0.5260530137981119,
8.0,4.0,0.48393246187363836,
8.0,5.0,0.4887436456063907,
8.0,6.0,0.4181493585088356,
8.0,7.0,0.4625998547567175,
8.0,8.0,0.4232328733962721,
8.0,9.0,0.44435366739288307,
8.0,10.0,0.44889251997095136,
8.0,11.0,0.431402808036795,
8.0,12.0,0.4294662309368192,
8.0,13.0,0.4313120309852336,
8.0,14.0,0.4367586540789155,
8.0,15.0,0.4352154442023723,
8.0,16.0,0.44837811667877026,
8.0,17.0,0.44281045751633985,
8.0,18.0,0.4721919632050351,
8.0,19.0,0.45140401839748245,
9.0,0.0,0.47234325829097074,
9.0,1.0,0.44904381505688695,
9.0,2.0,0.4743706124425079,
9.0,3.0,0.5212720890825466,
9.0,4.0,0.47597434035342534,
9.0,5.0,0.4854151537158073,
9.0,6.0,0.41445775841200677,
9.0,7.0,0.4621762285160978,
9.0,8.0,0.4196017913338175,
9.0,9.0,0.43984507383200194,
9.0,10.0,0.4461994674412975,
9.0,11.0,0.4260772210118615,
9.0,12.0,0.42217380779472286,
9.0,13.0,0.42486686032437665,
9.0,14.0,0.4350944081336238,
9.0,15.0,0.43004115226337447,
9.0,16.0,0.44393004115226337,
9.0,17.0,0.4354575163398693,
9.0,18.0,0.4652323892519971,
9.0,19.0,0.44559428709755505,
10.0,0.0,0.4671084483175986,
10.0,1.0,0.44986080852093924,
10.0,2.0,0.4716170418784798,
10.0,3.0,0.5185790365528927,
10.0,4.0,0.4711328976034858,
10.0,5.0,0.4852335996126846,
10.0,6.0,0.41312636165577343,
10.0,7.0,0.46114742193173563,
10.0,8.0,0.41833091261195837,
10.0,9.0,0.4367889130961026,
10.0,10.0,0.4449285887194384,
10.0,11.0,0.4269547325102881,
10.0,12.0,0.42302106027596226,
10.0,13.0,0.4199346405228758,
10.0,14.0,0.43004115226337447,
10.0,15.0,0.429678044057129,
10.0,16.0,0.4400871459694989,
10.0,17.0,0.43412611958363595,
10.0,18.0,0.4629932219801501,
10.0,19.0,0.4467743887678528,
11.0,0.0,0.45933188090050836,
11.0,1.0,0.44583635923505205,
11.0,2.0,0.46508109416606147,
11.0,3.0,0.5155531348341806,
11.0,4.0,0.46402202856451225,
11.0,5.0,0.4906802227063665,
11.0,6.0,0.41146211571048175,
11.0,7.0,0.4647785039941903,
11.0,8.0,0.4246550472040668,
11.0,9.0,0.4272875816993464,
11.0,10.0,0.44265916243040426,
11.0,11.0,0.42595618494311305,
11.0,12.0,0.42084241103848946,
11.0,13.0,0.41693899782135074,
11.0,14.0,0.42486686032437665,
11.0,15.0,0.42619825708061004,
11.0,16.0,0.4337630113773905,
11.0,17.0,0.42683369644153957,
11.0,18.0,0.4593621399176955,
11.0,19.0,0.4421750181554103,
12.0,0.0,0.4562152021302348,
12.0,1.0,0.4409041394335512,
12.0,2.0,0.46278140885984026,
12.0,3.0,0.5104091019123699,
12.0,4.0,0.4589687726942629,
12.0,5.0,0.4888344226579521,
12.0,6.0,0.40843621399176955,
12.0,7.0,0.45182764463810215,
12.0,8.0,0.41899661099007507,
12.0,9.0,0.423717017671266,
12.0,10.0,0.44320382473977243,
12.0,11.0,0.4267429193899782,
12.0,12.0,0.4200556765916243,
12.0,13.0,0.4140946502057613,
12.0,14.0,0.4233841684822077,
12.0,15.0,0.42513919147906076,
12.0,16.0,0.4297688211086904,
12.0,17.0,0.42471556523844106,
12.0,18.0,0.4598160251755023,
12.0,19.0,0.4397240377632535,
13.0,0.0,0.45200919874122486,
13.0,1.0,0.4386952311788913,
13.0,2.0,0.46033042846768335,
13.0,3.0,0.5127087872185911,
13.0,4.0,0.4587267005567659,
13.0,5.0,0.4892580488985718,
13.0,6.0,0.40610626966836116,
13.0,7.0,0.4503449527959332,
13.0,8.0,0.41957153231663036,
13.0,9.0,0.4222948438634713,
13.0,10.0,0.44498910675381265,
13.0,11.0,0.42634955216654563,
13.0,12.0,0.42084241103848946,
13.0,13.0,0.4111595255386105,
13.0,14.0,0.4226276930525297,
13.0,15.0,0.42320261437908496,
13.0,16.0,0.42725732268215927,
13.0,17.0,0.4232631324134592,
13.0,18.0,0.4542181069958848,
13.0,19.0,0.4412975066569838,
14.0,0.0,0.4696502057613169,
14.0,1.0,0.43642580488985716,
14.0,2.0,0.4598462841926894,
14.0,3.0,0.5103485838779956,
14.0,4.0,0.4572742677317841,
14.0,5.0,0.485082304526749,
14.0,6.0,0.40816388283708543,
14.0,7.0,0.4504357298474945,
14.0,8.0,0.41718106995884774,
14.0,9.0,0.419480755265069,
14.0,10.0,0.4435669329460179,
14.0,11.0,0.4249273783587509,
14.0,12.0,0.4194504962478819,
14.0,13.0,0.41040305010893247,
14.0,14.0,0.4190873880416364,
14.0,15.0,0.4207516339869281,
14.0,16.0,0.4230513192931494,
14.0,17.0,0.4199043815056887,
14.0,18.0,0.45125272331154687,
14.0,19.0,0.43917937545388525,
15.0,0.0,0.44731905107722103,
15.0,1.0,0.43582062454611475,
15.0,2.0,0.4563664972161704,
15.0,3.0,0.5095315904139434,
15.0,4.0,0.4573045267489712,
15.0,5.0,0.48474945533769065,
15.0,6.0,0.40413943355119825,
15.0,7.0,0.45821229726458484,
15.0,8.0,0.426682401355604,
15.0,9.0,0.4176954732510288,
15.0,10.0,0.4451101428225611,
15.0,11.0,0.42383805374001454,
15.0,12.0,0.42084241103848946,
15.0,13.0,0.4125816993464052,
15.0,14.0,0.41938997821350765,
15.0,15.0,0.42274872912127814,
15.0,16.0,0.41984386347131447,
15.0,17.0,0.42038852578068264,
15.0,18.0,0.4517066085693537,
15.0,19.0,0.43763616557734203,
16.0,0.0,0.44586661825223917,
16.0,1.0,0.4386952311788913,
16.0,2.0,0.4621459694989107,
16.0,3.0,0.5133442265795207,
16.0,4.0,0.45803074316146214,
16.0,5.0,0.47403776325344954,
16.0,6.0,0.40522875816993464,
16.0,7.0,0.4675925925925926,
16.0,8.0,0.41509319777293635,
16.0,9.0,0.42789276204308885,
16.0,10.0,0.44247760832728156,
16.0,11.0,0.4218409586056645,
16.0,12.0,0.41718106995884774,
16.0,13.0,0.41079641733236505,
16.0,14.0,0.4209937061244251,
16.0,15.0,0.4205095618494311,
16.0,16.0,0.42577463083999034,
16.0,17.0,0.42168966351972886,
16.0,18.0,0.4489227789881385,
16.0,19.0,0.4448983297022513,
17.0,0.0,0.4461692084241104,
17.0,1.0,0.4414185427257323,
17.0,2.0,0.4628419268942145,
17.0,3.0,0.5142519970951344,
17.0,4.0,0.46030016945049623,
17.0,5.0,0.4733418058581457,
17.0,6.0,0.40547083030743164,
17.0,7.0,0.46768336964415397,
17.0,8.0,0.41439724037763254,
17.0,9.0,0.43215928346647303,
17.0,10.0,0.4427499394819656,
17.0,11.0,0.4238985717743888,
17.0,12.0,0.41969256838537883,
17.0,13.0,0.4120067780198499,
17.0,14.0,0.42126603727910916,
17.0,15.0,0.4222645848462842,
17.0,16.0,0.4239288307915759,
17.0,17.0,0.4242314209634471,
17.0,18.0,0.4517671266037279,
17.0,19.0,0.4448680706850642,
18.0,0.0,0.449558218349068,
18.0,1.0,0.4431130476882111,
18.0,2.0,0.464717985959816,
18.0,3.0,0.5146151053013798,
18.0,4.0,0.4613289760348584,
18.0,5.0,0.471919632050351,
18.0,6.0,0.4061365286855483,
18.0,7.0,0.4595436940208182,
18.0,8.0,0.41052408617768094,
18.0,9.0,0.43427741466957154,
18.0,10.0,0.44753086419753085,
18.0,11.0,0.42553255870249335,
18.0,12.0,0.4215988864681675,
18.0,13.0,0.41140159767610746,
18.0,14.0,0.4260469619946744,
18.0,15.0,0.423959089808763,
18.0,16.0,0.4275901718712176,
18.0,17.0,0.43070685064149117,
18.0,18.0,0.4506172839506173,
18.0,19.0,0.44756112321471797,
19.0,0.0,0.45415758896151054,
19.0,1.0,0.44713749697409827,
19.0,2.0,0.46441539578794483,
19.0,3.0,0.5174291938997821,
19.0,4.0,0.4629932219801501,
19.0,5.0,0.4814209634471072,
19.0,6.0,0.40928346647300895,
19.0,7.0,0.45757685790365527,
19.0,8.0,0.4136710239651416,
19.0,9.0,0.4332788671023965,
19.0,10.0,0.4510711692084241,
19.0,11.0,0.42595618494311305,
19.0,12.0,0.42426167998063424,
19.0,13.0,0.4115831517792302,
19.0,14.0,0.4292544178165093,
19.0,15.0,0.4249273783587509,
19.0,16.0,0.4254720406681191,
19.0,17.0,0.4324316146211571,
19.0,18.0,0.4545509561849431,
19.0,19.0,0.45079883805374,
20.0,0.0,0.47491527475187606,
20.0,1.0,0.4468651658194142,
20.0,2.0,0.4670781893004115,
20.0,3.0,0.5190631808278867,
20.0,4.0,0.4662611958363592,
20.0,5.0,0.48126966836117163,
20.0,6.0,0.41482086661825224,
20.0,7.0,0.454520697167756,
20.0,8.0,0.4126119583635923,
20.0,9.0,0.4365468409586057,
20.0,10.0,0.4517066085693537,
20.0,11.0,0.42704550956184945,
20.0,12.0,0.4267429193899782,
20.0,13.0,0.41551682401355605,
20.0,14.0,0.429920116194626,
20.0,15.0,0.4279532800774631,
20.0,16.0,0.42641007020091987,
20.0,17.0,0.43240135560397,
20.0,18.0,0.45609416606148634,
20.0,19.0,0.45806100217864926,
21.0,0.0,0.4598462841926894,
21.0,1.0,0.4535826676349552,
21.0,2.0,0.4717683369644154,
21.0,3.0,0.521362866134108,
21.0,4.0,0.46822803195352214,
21.0,5.0,0.48435608811425807,
21.0,6.0,0.41548656499636893,
21.0,7.0,0.4565783103364803,
21.0,8.0,0.41833091261195837,
21.0,9.0,0.4389675623335754,
21.0,10.0,0.45527717259743405,
21.0,11.0,0.42849794238683125,
21.0,12.0,0.43022270636649723,
21.0,13.0,0.41397361413701284,
21.0,14.0,0.4338235294117647,
21.0,15.0,0.4318869523117889,
21.0,16.0,0.4299503752118131,
21.0,17.0,0.43651658194141857,
21.0,18.0,0.4625998547567175,
21.0,19.0,0.46141975308641975,
22.0,0.0,0.46060275962236746,
22.0,1.0,0.4568809005083515,
22.0,2.0,0.4702856451222464,
22.0,3.0,0.5213023480997337,
22.0,4.0,0.46949891067538124,
22.0,5.0,0.4892883079157589,
22.0,6.0,0.41742314209634473,
22.0,7.0,0.4562454611474219,
22.0,8.0,0.4269547325102881,
22.0,9.0,0.4390583393851368,
22.0,10.0,0.45890825465988866,
22.0,11.0,0.4320079883805374,
22.0,12.0,0.43412611958363595,
22.0,13.0,0.4188453159041394,
22.0,14.0,0.4356088114258049,
22.0,15.0,0.43763616557734203,
22.0,16.0,0.4295267489711934,
22.0,17.0,0.438876785282014,
22.0,18.0,0.46738077947228274,
22.0,19.0,0.46269063180827885,
23.0,0.0,0.4613289760348584,
23.0,1.0,0.45905954974582425,
23.0,2.0,0.46934761558944565,
23.0,3.0,0.5231784071653353,
23.0,4.0,0.4716473008956669,
23.0,5.0,0.4901658194141854,
23.0,6.0,0.4234749455337691,
23.0,7.0,0.45848462841926896,
23.0,8.0,0.42722706366497215,
23.0,9.0,0.4409949164851126,
23.0,10.0,0.4596949891067538,
23.0,11.0,0.43264342774146697,
23.0,12.0,0.4340050835148874,
23.0,13.0,0.41975308641975306,
23.0,14.0,0.43681917211328974,
23.0,15.0,0.43963326071169206,
23.0,16.0,0.42979908012587753,
23.0,17.0,0.4412975066569838,
23.0,18.0,0.46977124183006536,
23.0,19.0,0.4652323892519971,
24.0,0.0,0.46211571048172356,
24.0,1.0,0.4619946744129751,
24.0,2.0,0.46955942870975553,
24.0,3.0,0.5228758169934641,
24.0,4.0,0.4753691600096829,
24.0,5.0,0.4969438392641007,
24.0,6.0,0.42598644396030017,
24.0,7.0,0.4598160251755023,
24.0,8.0,0.4286492374727669,
24.0,9.0,0.4396635197288792,
24.0,10.0,0.46335633018639555,
24.0,11.0,0.43385378842895184,
24.0,12.0,0.435881142580489,
24.0,13.0,0.4247458242556282,
24.0,14.0,0.439118857419511,
24.0,15.0,0.44238683127572015,
24.0,16.0,0.43128177196804646,
24.0,17.0,0.444837811667877,
24.0,18.0,0.47503631082062453,
24.0,19.0,0.4657770515613653,
25.0,0.0,0.4622064875332849,
25.0,1.0,0.4634168482207698,
25.0,2.0,0.47125393367223434,
25.0,3.0,0.5240559186637618,
25.0,4.0,0.47700314693778745,
25.0,5.0,0.4970951343500363,
25.0,6.0,0.4275901718712176,
25.0,7.0,0.4616013071895425,
25.0,8.0,0.42943597191963206,
25.0,9.0,0.44262890341321715,
25.0,10.0,0.46338658920358267,
25.0,11.0,0.4386347131445171,
25.0,12.0,0.44054103122730576,
25.0,13.0,0.4275296538368434,
25.0,14.0,0.44308278867102396,
25.0,15.0,0.44665335269910433,
25.0,16.0,0.4336722343258291,
25.0,17.0,0.4495884773662551,
25.0,18.0,0.47654926167998063,
25.0,19.0,0.472161704187848,
26.0,0.0,0.4619038973614137,
26.0,1.0,0.46447591382231906,
26.0,2.0,0.47167755991285404,
26.0,3.0,0.5235415153715808,
26.0,4.0,0.479877753570564,
26.0,5.0,0.49857782619220525,
26.0,6.0,0.43364197530864196,
26.0,7.0,0.46157104817235534,
26.0,8.0,0.42958726700556765,
26.0,9.0,0.44753086419753085,
26.0,10.0,0.46568627450980393,
26.0,11.0,0.44026870007262164,
26.0,12.0,0.4407831033648027,
26.0,13.0,0.4282558702493343,
26.0,14.0,0.4494069232631324,
26.0,15.0,0.44904381505688695,
26.0,16.0,0.43690994916485115,
26.0,17.0,0.4502239167271847,
26.0,18.0,0.476882110869039,
26.0,19.0,0.4758230452674897,
27.0,0.0,0.4602093923989349,
27.0,1.0,0.46674534011135316,
27.0,2.0,0.46889373033163884,
27.0,3.0,0.5213931251512951,
27.0,4.0,0.48042241587993223,
27.0,5.0,0.5000605180343742,
27.0,6.0,0.4357601065117405,
27.0,7.0,0.46226700556765915,
27.0,8.0,0.43028322440087147,
27.0,9.0,0.44541273299443235,
27.0,10.0,0.4711934156378601,
27.0,11.0,0.4425683853788429,
27.0,12.0,0.44087388041636405,
27.0,13.0,0.42870975550714113,
27.0,14.0,0.45179738562091504,
27.0,15.0,0.4488320019365771,
27.0,16.0,0.43899782135076254,
27.0,17.0,0.4485294117647059,
27.0,18.0,0.477638586298717,
27.0,19.0,0.47515734688937306,
28.0,0.0,0.4619341563786008,
28.0,1.0,0.4710723795691116,
28.0,2.0,0.4734931009440813,
28.0,3.0,0.5254175744371823,
28.0,4.0,0.48517308157831035,
28.0,5.0,0.5040547083030743,
28.0,6.0,0.4416908738804164,
28.0,7.0,0.4655652384410554,
28.0,8.0,0.43300653594771243,
28.0,9.0,0.44970951343500365,
28.0,10.0,0.47279714354877755,
28.0,11.0,0.44665335269910433,
28.0,12.0,0.4461692084241104,
28.0,13.0,0.4316448801742919,
28.0,14.0,0.45461147421931736,
28.0,15.0,0.4550653594771242,
28.0,16.0,0.4457758412006778,
28.0,17.0,0.45240256596465744,
28.0,18.0,0.48299443234083755,
28.0,19.0,0.4798474945533769,
29.0,0.0,0.4599673202614379,
29.0,1.0,0.46974098281287824,
29.0,2.0,0.47340232389251996,
29.0,3.0,0.5243887678528202,
29.0,4.0,0.48602033405954975,
29.0,5.0,0.5050835148874364,
29.0,6.0,0.44414185427257324,
29.0,7.0,0.4647785039941903,
29.0,8.0,0.4337630113773905,
29.0,9.0,0.4527656741709029,
29.0,10.0,0.4745521665456306,
29.0,11.0,0.4471677559912854,
29.0,12.0,0.44837811667877026,
29.0,13.0,0.4333696441539579,
29.0,14.0,0.4570321955942871,
29.0,15.0,0.456759864439603,
29.0,16.0,0.44622972645848463,
29.0,17.0,0.45070806100217864,
29.0,18.0,0.4805131929314936,
29.0,19.0,0.48214717985959815,
30.0,0.0,0.4568809005083515,
30.0,1.0,0.4704974582425563,
30.0,2.0,0.47382595013313966,
30.0,3.0,0.521120793996611,
30.0,4.0,0.48795691115952555,
30.0,5.0,0.5021181312030986,
30.0,6.0,0.443839264100702,
30.0,7.0,0.46332607116920843,
30.0,8.0,0.4311909949164851,
30.0,9.0,0.45291696925683855,
30.0,10.0,0.47921205519244736,
30.0,11.0,0.4489832970225127,
30.0,12.0,0.4487412248850157,
30.0,13.0,0.43279472282740256,
30.0,14.0,0.4574860808520939,
30.0,15.0,0.4563664972161704,
30.0,16.0,0.44901355603969983,
30.0,17.0,0.45331033648027114,
30.0,18.0,0.4807855240861777,
30.0,19.0,0.4809670781893004,
31.0,0.0,0.45391551682401354,
31.0,1.0,0.47155652384410557,
31.0,2.0,0.47491527475187606,
31.0,3.0,0.5210602759622367,
31.0,4.0,0.49352457032195596,
31.0,5.0,0.5025720164609053,
31.0,6.0,0.4442326313241346,
31.0,7.0,0.46402202856451225,
31.0,8.0,0.4288610505930767,
31.0,9.0,0.4531287823771484,
31.0,10.0,0.48021060275962235,
31.0,11.0,0.4501936577099976,
31.0,12.0,0.4471980150084725,
31.0,13.0,0.43597191963205034,
31.0,14.0,0.45908980876301136,
31.0,15.0,0.45527717259743405,
31.0,16.0,0.4503449527959332,
31.0,17.0,0.45264463810215444,
31.0,18.0,0.4822682159283466,
31.0,19.0,0.48175381263616557,
32.0,0.0,0.451040910191237,
32.0,1.0,0.47742677317840715,
32.0,2.0,0.47322076978939726,
32.0,3.0,0.5242072137496974,
32.0,4.0,0.4980936819172113,
32.0,5.0,0.5015129508593561,
32.0,6.0,0.44650205761316875,
32.0,7.0,0.46362866134107966,
32.0,8.0,0.430918663761801,
32.0,9.0,0.4556402808036795,
32.0,10.0,0.48069474703461634,
32.0,11.0,0.4554889857177439,
32.0,12.0,0.4498305495037521,
32.0,13.0,0.4384531590413943,
32.0,14.0,0.4615407891551682,
32.0,15.0,0.45282619220527714,
32.0,16.0,0.4524328249818446,
32.0,17.0,0.4540062938755749,
32.0,18.0,0.4826918421689664,
32.0,19.0,0.4834483175986444,
33.0,0.0,0.4497700314693779,
33.0,1.0,0.47824376664245943,
33.0,2.0,0.47446138949406924,
33.0,3.0,0.5247518760590656,
33.0,4.0,0.5016339869281046,
33.0,5.0,0.4970346163156621,
33.0,6.0,0.44889251997095136,
33.0,7.0,0.4645364318566933,
33.0,8.0,0.431402808036795,
33.0,9.0,0.4545509561849431,
33.0,10.0,0.48102759622367464,
33.0,11.0,0.4555495037521181,
33.0,12.0,0.45155531348341804,
33.0,13.0,0.4389373033163883,
33.0,14.0,0.46290244492858873,
33.0,15.0,0.45264463810215444,
33.0,16.0,0.45524691358024694,
33.0,17.0,0.4549443234083757,
33.0,18.0,0.4799382716049383,
33.0,19.0,0.4834483175986444,
34.0,0.0,0.44834785766158314,
34.0,1.0,0.48105785524086175,
34.0,2.0,0.4724945533769063,
34.0,3.0,0.5214839022028565,
34.0,4.0,0.5070806100217865,
34.0,5.0,0.4915274751876059,
34.0,6.0,0.45095013313967564,
34.0,7.0,0.4653836843379327,
34.0,8.0,0.4329762769305253,
34.0,9.0,0.4527354151537158,
34.0,10.0,0.4794541273299443,
34.0,11.0,0.4553982086661825,
34.0,12.0,0.4491043330912612,
34.0,13.0,0.43878600823045266,
34.0,14.0,0.46293270394577585,
34.0,15.0,0.45058702493343017,
34.0,16.0,0.4567901234567901,
34.0,17.0,0.45352214960058096,
34.0,18.0,0.47918179617526024,
34.0,19.0,0.4838719438392641,
35.0,0.0,0.4488320019365771,
35.0,1.0,0.4819051077221012,
35.0,2.0,0.4738562091503268,
35.0,3.0,0.5225127087872186,
35.0,4.0,0.5091987412248851,
35.0,5.0,0.492041878479787,
35.0,6.0,0.45070806100217864,
35.0,7.0,0.46465746792544177,
35.0,8.0,0.43454974582425565,
35.0,9.0,0.4534011135318325,
35.0,10.0,0.48199588477366256,
35.0,11.0,0.45821229726458484,
35.0,12.0,0.44931614621157107,
35.0,13.0,0.4421447591382232,
35.0,14.0,0.46332607116920843,
35.0,15.0,0.4489832970225127,
35.0,16.0,0.4554889857177439,
35.0,17.0,0.45182764463810215,
35.0,18.0,0.47836480271120796,
35.0,19.0,0.4827221011861535,
36.0,0.0,0.4493464052287582,
36.0,1.0,0.48393246187363836,
36.0,2.0,0.47089082546598887,
36.0,3.0,0.5195473251028807,
36.0,4.0,0.5112563543936093,
36.0,5.0,0.49071048172355364,
36.0,6.0,0.4503752118131203,
36.0,7.0,0.4655652384410554,
36.0,8.0,0.4366981360445413,
36.0,9.0,0.45079883805374,
36.0,10.0,0.4842047930283224,
36.0,11.0,0.4598160251755023,
36.0,12.0,0.4494069232631324,
36.0,13.0,0.4407831033648027,
36.0,14.0,0.4630234809973372,
36.0,15.0,0.4468046477850399,
36.0,16.0,0.45781893004115226,
36.0,17.0,0.45225127087872186,
36.0,18.0,0.4757020091987412,
36.0,19.0,0.4857177438876785,
37.0,0.0,0.4478939724037763,
37.0,1.0,0.4884713144517066,
37.0,2.0,0.47228274025659644,
37.0,3.0,0.5201827644638102,
37.0,4.0,0.5152202856451222,
37.0,5.0,0.49046840958605664,
37.0,6.0,0.4513435003631082,
37.0,7.0,0.4675018155410312,
37.0,8.0,0.4421750181554103,
37.0,9.0,0.45252360203340597,
37.0,10.0,0.4841745340111353,
37.0,11.0,0.4610869038973614,
37.0,12.0,0.4513132413459211,
37.0,13.0,0.44329460179133384,
37.0,14.0,0.46502057613168724,
37.0,15.0,0.4459271362866134,
37.0,16.0,0.46123819898329704,
37.0,17.0,0.453038005325587,
37.0,18.0,0.4752178649237473,
37.0,19.0,0.49022633744855965,
38.0,0.0,0.4474703461631566,
38.0,1.0,0.4892883079157589,
38.0,2.0,0.47364439603001696,
38.0,3.0,0.5217259743403534,
38.0,4.0,0.5191842168966352,
38.0,5.0,0.4906802227063665,
38.0,6.0,0.45337085451464537,
38.0,7.0,0.4683490680222706,
38.0,8.0,0.4421447591382232,
38.0,9.0,0.45167634955216657,
38.0,10.0,0.48338779956427014,
38.0,11.0,0.4619946744129751,
38.0,12.0,0.451040910191237,
38.0,13.0,0.4437787460663278,
38.0,14.0,0.4621459694989107,
38.0,15.0,0.44389978213507625,
38.0,16.0,0.46169208424110386,
38.0,17.0,0.4549140643911886,
38.0,18.0,0.4774872912127814,
38.0,19.0,0.49007504236262406,
39.0,0.0,0.4478637133865892,
39.0,1.0,0.4891370128298233,
39.0,2.0,0.4722524812394093,
39.0,3.0,0.5193052529653837,
39.0,4.0,0.5196683611716292,
39.0,5.0,0.49394819656257566,
39.0,6.0,0.4546719922536916,
39.0,7.0,0.4677741466957153,
39.0,8.0,0.44647179859598163,
39.0,9.0,0.4500121036068748,
39.0,10.0,0.4817840716533527,
39.0,11.0,0.4654139433551198,
39.0,12.0,0.45200919874122486,
39.0,13.0,0.4413277656741709,
39.0,14.0,0.46314451706608567,
39.0,15.0,0.44323408375695955,
39.0,16.0,0.46211571048172356,
39.0,17.0,0.4576978939724038,
