frame,index,manv,stdev
1.0,0.0,0.5174615969720098,
1.0,1.0,0.33606414061447754,
1.0,2.0,0.4955552068216923,
1.0,3.0,0.4484680945031799,
1.0,4.0,0.5328349432480586,
1.0,5.0,0.5624868256579946,
1.0,6.0,0.3728969795008175,
1.0,7.0,0.35616481867528144,
1.0,8.0,0.38448035575682926,
1.0,9.0,0.3436206085372536,
1.0,10.0,0.3517726285536925,
1.0,11.0,0.36974730962235935,
1.0,12.0,0.4329458365315965,
1.0,13.0,0.5027364512042635,
1.0,14.0,0.3736921089763067,
1.0,15.0,0.279974708560059,
1.0,16.0,0.35888132373590864,
1.0,17.0,0.19054244748743657,
1.0,18.0,0.3367153716398294,
1.0,19.0,0.3348552542362337,
9.0,0.0,0.3354421041165406,
9.0,1.0,0.1850202485075476,
9.0,2.0,0.35945536665997513,
9.0,3.0,0.25086597373925695,
9.0,4.0,0.3535717791055018,
9.0,5.0,0.4554647379032975,
9.0,6.0,0.22910370221554724,
9.0,7.0,0.1267065569197195,
9.0,8.0,0.20695110327135072,
9.0,9.0,0.2888461330102424,
9.0,10.0,0.15802867799569234,
9.0,11.0,0.15699769509879064,
9.0,12.0,0.1658551478329798,
9.0,13.0,0.28366871252121184,
9.0,14.0,0.10293250763725867,
9.0,15.0,0.07894605107569586,
9.0,16.0,0.12274174127764262,
9.0,17.0,0.22795106585326533,
9.0,18.0,0.24525605177021104,
9.0,19.0,0.20967310906261818,
17.0,0.0,0.26569260027419794,
17.0,1.0,0.11800352518427248,
17.0,2.0,0.2952718810446481,
17.0,3.0,0.22483072084359917,
17.0,4.0,0.2801414845962216,
17.0,5.0,0.41393129182116467,
17.0,6.0,0.17661446026516986,
17.0,7.0,0.036035769767406745,
17.0,8.0,0.15602749384018672,
17.0,9.0,0.23318952504302246,
17.0,10.0,0.09765544731360601,
17.0,11.0,0.10949144687206336,
17.0,12.0,0.12318821345005079,
17.0,13.0,0.2377650660939225,
17.0,14.0,0.11275301235858236,
17.0,15.0,0.11318585010177445,
17.0,16.0,0.10425311905045072,
17.0,17.0,0.1888373859849483,
17.0,18.0,0.23510535147438003,
17.0,19.0,0.14644299315125733,
25.0,0.0,0.21873127386253668,
25.0,1.0,0.05000919693180586,
25.0,2.0,0.28741967815091835,
25.0,3.0,0.2206058026624336,
25.0,4.0,0.25483851307531513,
25.0,5.0,0.38870414222183003,
25.0,6.0,0.15485236798210847,
25.0,7.0,0.022369991600684973,
25.0,8.0,0.18890750895199568,
25.0,9.0,0.17343584689893105,
25.0,10.0,0.04981220094557576,
25.0,11.0,0.07316674198359406,
25.0,12.0,0.10546858408416994,
25.0,13.0,0.21338268513421754,
25.0,14.0,0.06283190929888056,
25.0,15.0,0.09176987982926137,
25.0,16.0,0.14088722222928327,
25.0,17.0,0.17803530153463218,
25.0,18.0,0.23207234721340111,
25.0,19.0,0.10013635276243846,
33.0,0.0,0.2100037882703464,
33.0,1.0,0.029427968229386557,
